timestamp,a_right_backPose,b_right_backPose,c_right_backPose, PICKUP_LEFT
1.6461471497273155e+18,-6264.0,3985.0,1473.0,1
1.6461471497878226e+18,-8247.0,4104.0,318.0,1
1.6461471498306017e+18,-7814.0,3918.0,1503.0,1
1.6461471498820326e+18,-6594.0,3267.0,79.0,1
1.646147149935064e+18,-7700.0,3780.0,493.0,1
1.646147149982342e+18,-7720.0,4173.0,-48.0,1
1.6461471500352182e+18,-6959.0,3724.0,-893.0,1
1.6461471500822054e+18,-7192.0,3871.0,-1335.0,1
1.6461471501381537e+18,-8643.0,3939.0,-502.0,1
1.6461471501917857e+18,-8124.0,3327.0,848.0,1
1.646147150207467e+18,-8013.0,3213.0,913.0,1
1.6461471503120602e+18,-7915.0,3113.0,957.0,1
1.6461471503120602e+18,-7915.0,3113.0,957.0,1
1.6461471503767117e+18,-7878.0,3034.0,1019.0,1
1.6461471504360973e+18,-7907.0,2998.0,1061.0,1
1.6461471504882028e+18,-8017.0,2967.0,1120.0,1
1.6461471505339763e+18,-8720.0,103.0,-1488.0,1
1.6461471505855708e+18,-7536.0,-1186.0,-144.0,1
1.6461471506357796e+18,-5799.0,-1533.0,484.0,1
1.6461471506856274e+18,-6418.0,-1174.0,-590.0,1
1.6461471507361539e+18,-6728.0,-906.0,-2009.0,1
1.6461471507858747e+18,-7208.0,-1550.0,-3841.0,1
1.6461471508358129e+18,-8045.0,-1636.0,-3314.0,1
1.6461471508823542e+18,-7120.0,-1920.0,-3113.0,1
1.6461471509354345e+18,-6796.0,-2039.0,-4162.0,1
1.6461471509871552e+18,-6295.0,-2526.0,-2877.0,1
1.6461471510374157e+18,-5416.0,-539.0,-6059.0,1
1.646147151083222e+18,-3634.0,-992.0,-5174.0,1
1.6461471511370952e+18,-2585.0,-1270.0,-3642.0,1
1.646147151182759e+18,-4583.0,-935.0,1196.0,1
1.6461471512372485e+18,-7799.0,1081.0,4288.0,1
1.6461471512832824e+18,-7268.0,1869.0,6995.0,1
1.6461471513377144e+18,-10080.0,3453.0,7396.0,1
1.6461471513830367e+18,-7353.0,2247.0,5839.0,1
1.646147151438278e+18,-5142.0,1752.0,4757.0,1
1.6461471514805407e+18,-5767.0,2269.0,4304.0,1
1.646147151537095e+18,-6355.0,3514.0,3766.0,1
1.6461471515884393e+18,-6550.0,4785.0,3212.0,1
1.646147151633388e+18,-6162.0,5638.0,3533.0,1
1.646147151688626e+18,-6845.0,5598.0,4896.0,1
1.6461471517378673e+18,-6786.0,5566.0,4920.0,1
1.6461471517889536e+18,-6317.0,5321.0,4400.0,1
1.6461471518343e+18,-6225.0,4981.0,4008.0,1
1.6461471518904573e+18,-6004.0,5148.0,3492.0,1
1.6461471519349606e+18,-5680.0,5178.0,3777.0,1
1.6461471519873347e+18,-5313.0,4757.0,4015.0,1
1.646147152034068e+18,-5742.0,4759.0,3811.0,1
