timestamp,a_right_backPose,b_right_backPose,c_right_backPose, PICKUP_RIGHT
1.6461471178459653e+18,-3031.0,-3645.0,-6538.0,1
1.6461471178910333e+18,-3095.0,-4001.0,-6267.0,1
1.6461471179443446e+18,-3096.0,-4148.0,-6469.0,1
1.6461471179930284e+18,-2912.0,-4196.0,-6598.0,1
1.6461471180469658e+18,-3003.0,-4024.0,-6701.0,1
1.6461471180901445e+18,-3264.0,-4183.0,-6579.0,1
1.6461471181465667e+18,-2957.0,-4197.0,-6559.0,1
1.6461471181941934e+18,-3258.0,-4387.0,-6239.0,1
1.646147118244436e+18,-3100.0,-4454.0,-6224.0,1
1.646147118291253e+18,-2993.0,-4356.0,-6294.0,1
1.646147118344841e+18,-3125.0,-4746.0,-6374.0,1
1.6461471183949635e+18,-3318.0,-4663.0,-6161.0,1
1.6461471184463493e+18,-2992.0,-4661.0,-6199.0,1
1.6461471184918216e+18,-2970.0,-4468.0,-6129.0,1
1.646147118541975e+18,-3031.0,-4477.0,-6099.0,1
1.6461471185967245e+18,-3003.0,-4410.0,-6072.0,1
1.6461471186408223e+18,-2988.0,-4499.0,-6198.0,1
1.64614711869678e+18,-3507.0,-4615.0,-6323.0,1
1.646147118745474e+18,-3316.0,-4500.0,-5982.0,1
1.646147118797114e+18,-3181.0,-4419.0,-5906.0,1
1.6461471188461053e+18,-3385.0,-4535.0,-6041.0,1
1.6461471188986954e+18,-3414.0,-4584.0,-6324.0,1
1.6461471189482092e+18,-3676.0,-4582.0,-5954.0,1
1.6461471189965996e+18,-3183.0,-4481.0,-6390.0,1
1.64614711904838e+18,-4486.0,-4977.0,-6253.0,1
1.6461471190971415e+18,-2638.0,-4234.0,-6701.0,1
1.6461471191482222e+18,-3966.0,-4866.0,-6013.0,1
1.646147119196747e+18,-2991.0,-4150.0,-6113.0,1
1.646147119244406e+18,-3178.0,-4266.0,-6020.0,1
1.646147119295636e+18,-2725.0,-4188.0,-6361.0,1
1.6461471193459663e+18,-2026.0,-3763.0,-5993.0,1
1.6461471193967311e+18,-2542.0,-3346.0,-6266.0,1
1.6461471194471593e+18,-2580.0,-3664.0,-6486.0,1
1.6461471194974666e+18,-2805.0,-3336.0,-6485.0,1
1.6461471195472594e+18,-3064.0,-3149.0,-6909.0,1
1.6461471195993283e+18,-2795.0,-3225.0,-7198.0,1
1.6461471196429117e+18,-3051.0,-3073.0,-7369.0,1
1.6461471196959004e+18,-3273.0,-3025.0,-7305.0,1
1.646147119741698e+18,-2843.0,-2558.0,-6972.0,1
1.646147119795922e+18,-2844.0,-2223.0,-7470.0,1
1.6461471198421048e+18,-4117.0,-2057.0,-7030.0,1
1.6461471198960945e+18,-3688.0,-2574.0,-7117.0,1
1.6461471199423741e+18,-3685.0,-2450.0,-7597.0,1
1.6461471199960778e+18,-4008.0,-2133.0,-7733.0,1
1.6461471200466179e+18,-2826.0,-1623.0,-7854.0,1
1.6461471200970045e+18,-2799.0,-1460.0,-7182.0,1
1.646147120151394e+18,-3143.0,-1361.0,-7041.0,1
1.6461471201978427e+18,-2745.0,-1653.0,-7109.0,1
1.6461471202511642e+18,-2999.0,-877.0,-7576.0,1
1.646147120293264e+18,-3368.0,-645.0,-7732.0,1
1.6461471203466798e+18,-5418.0,-533.0,-6285.0,1
1.646147120397925e+18,-6378.0,-48.0,-5386.0,1
1.646147120448125e+18,-7572.0,608.0,-4513.0,1
1.6461471204976138e+18,-7889.0,616.0,-4117.0,1
