timestamp,a_right_backPose,b_right_backPose,c_right_backPose, PICKUP_RIGHT
1.646147114439537e+18,88.0,2446.0,-7531.0,1
1.6461471144868e+18,-31.0,1742.0,-7809.0,1
1.6461471145349025e+18,509.0,1919.0,-8372.0,1
1.6461471145844467e+18,269.0,2369.0,-8225.0,1
1.646147114639001e+18,-335.0,2587.0,-7596.0,1
1.6461471146858964e+18,751.0,2331.0,-8236.0,1
1.6461471147474068e+18,434.0,2372.0,-7935.0,1
1.646147114788185e+18,-220.0,2875.0,-7398.0,1
1.6461471148388672e+18,-437.0,2549.0,-7958.0,1
1.646147114887699e+18,91.0,2158.0,-7905.0,1
1.6461471149423647e+18,305.0,2581.0,-7209.0,1
1.6461471149872294e+18,-878.0,3273.0,-7163.0,1
1.6461471150376914e+18,84.0,3840.0,-8394.0,1
1.6461471150862938e+18,613.0,3041.0,-7556.0,1
1.6461471151413087e+18,77.0,3015.0,-7549.0,1
1.6461471151867356e+18,-173.0,3016.0,-7812.0,1
1.646147115242491e+18,-467.0,3317.0,-7869.0,1
1.6461471152933133e+18,-404.0,2999.0,-8026.0,1
1.646147115336636e+18,-832.0,2963.0,-8027.0,1
1.646147115395699e+18,-769.0,2770.0,-7570.0,1
1.6461471154383337e+18,-1146.0,2794.0,-7395.0,1
1.6461471154916554e+18,-980.0,2430.0,-7755.0,1
1.6461471155423066e+18,-1976.0,2392.0,-7767.0,1
1.646147115593221e+18,-1779.0,2695.0,-8274.0,1
1.6461471156392138e+18,-1496.0,2722.0,-8323.0,1
1.6461471166950223e+18,-1047.0,-3125.0,-7089.0,1
1.6461471167405192e+18,-1639.0,-3763.0,-7140.0,1
1.6461471167929492e+18,-770.0,-3550.0,-7528.0,1
1.6461471168389156e+18,-1121.0,-3677.0,-7371.0,1
1.64614711688932e+18,-1529.0,-3603.0,-7556.0,1
1.6461471169453258e+18,-1215.0,-3155.0,-7503.0,1
1.6461471169904497e+18,-835.0,-3273.0,-7116.0,1
1.6461471170447857e+18,-1080.0,-3492.0,-7084.0,1
1.6461471170928033e+18,-1215.0,-3154.0,-7196.0,1
1.6461471171435922e+18,-888.0,-3120.0,-7483.0,1
1.6461471171934116e+18,-1289.0,-3544.0,-6961.0,1
1.6461471172444168e+18,-1421.0,-2826.0,-7096.0,1
1.6461471172944228e+18,-2024.0,-2970.0,-7812.0,1
1.6461471173426232e+18,-2417.0,-3425.0,-7206.0,1
1.6461471173930232e+18,-3280.0,-3459.0,-7100.0,1
1.6461471174428385e+18,-2786.0,-3295.0,-7125.0,1
1.646147117492956e+18,-2864.0,-3475.0,-6924.0,1
1.6461471175433254e+18,-2657.0,-3538.0,-6819.0,1
1.6461471175946655e+18,-3411.0,-3500.0,-6908.0,1
1.6461471176482906e+18,-3516.0,-3619.0,-7020.0,1
1.6461471176898186e+18,-3625.0,-3507.0,-6939.0,1
1.64614711774355e+18,-3422.0,-3379.0,-6833.0,1
1.64614711779219e+18,-2963.0,-3517.0,-6664.0,1
