timestamp,a_right_backPose,b_right_backPose,c_right_backPose, ASSEMBLY1_BIMANUAL
1.6449319088880207e+18,-4595.0,-6251.0,-3054.0,1
1.6449319089419658e+18,-4482.0,-5813.0,-4153.0,1
1.6449319089892529e+18,-4923.0,-5807.0,-3994.0,1
1.644931909044225e+18,-4733.0,-5744.0,-3374.0,1
1.6449319090863672e+18,-4802.0,-5688.0,-3382.0,1
1.644931909140088e+18,-4887.0,-5721.0,-3575.0,1
1.644931909188317e+18,-4629.0,-5236.0,-3882.0,1
1.6449319092430953e+18,-4535.0,-5932.0,-3861.0,1
1.6449319092900518e+18,-4311.0,-6146.0,-4076.0,1
1.6449319093405627e+18,-2264.0,-6559.0,-4197.0,1
1.6449319093891904e+18,-5061.0,-5758.0,-3999.0,1
1.644931909439849e+18,-4291.0,-5594.0,-3814.0,1
1.64493190948795e+18,-3306.0,-6251.0,-4007.0,1
1.6449319095394296e+18,-4686.0,-6004.0,-4681.0,1
1.6449319095987361e+18,-4565.0,-5996.0,-4428.0,1
1.6449319096401034e+18,-4425.0,-5629.0,-4189.0,1
1.644931909692246e+18,-3575.0,-5323.0,-4294.0,1
1.6449319097362522e+18,-3130.0,-5996.0,-4887.0,1
1.6449319097926472e+18,-2567.0,-5928.0,-4482.0,1
1.6449319098437732e+18,-3887.0,-5712.0,-4392.0,1
1.6449319098932022e+18,-3925.0,-6011.0,-4351.0,1
1.644931909945376e+18,-3362.0,-6250.0,-4484.0,1
1.6449319099942157e+18,-3805.0,-5171.0,-5049.0,1
1.6449319100392947e+18,-4830.0,-5003.0,-5022.0,1
1.6449319100924426e+18,-3895.0,-5510.0,-4546.0,1
1.6449319101441492e+18,-4252.0,-5462.0,-4671.0,1
1.6449319101945318e+18,-4364.0,-5427.0,-4632.0,1
1.6449319102352801e+18,-3927.0,-5774.0,-4609.0,1
1.6449319102930685e+18,-3409.0,-5757.0,-4707.0,1
1.6449319103417797e+18,-3264.0,-6015.0,-4749.0,1
1.644931910392145e+18,-3263.0,-6012.0,-4305.0,1
1.6449319104380923e+18,-3356.0,-5890.0,-4171.0,1
1.644931910495527e+18,-3137.0,-6291.0,-4231.0,1
1.644931910497403e+18,-3109.0,-6345.0,-4184.0,1
1.6449319106403622e+18,-3012.0,-6415.0,-4126.0,1
1.6449319106403622e+18,-3012.0,-6415.0,-4126.0,1
1.644931910707139e+18,-2707.0,-7135.0,-4266.0,1
1.644931910756919e+18,-1771.0,-6305.0,-4292.0,1
1.644931910756919e+18,-1771.0,-6305.0,-4292.0,1
1.6449319108369923e+18,-2137.0,-6229.0,-4389.0,1
1.6449319109063347e+18,-2566.0,-6010.0,-4542.0,1
1.644931910940413e+18,-2956.0,-5885.0,-4580.0,1
1.6449319109900431e+18,-3162.0,-6091.0,-4479.0,1
1.644931911039983e+18,-2851.0,-5920.0,-4442.0,1
1.6449319110887777e+18,-2652.0,-5940.0,-4462.0,1
1.6449319111398618e+18,-4299.0,-4020.0,-5291.0,1
1.644931911196574e+18,-5950.0,-2789.0,-5231.0,1
1.6449319112378153e+18,-6630.0,-1756.0,-4482.0,1
1.644931911294428e+18,-7598.0,-1396.0,-4283.0,1
1.6449319113513697e+18,-8636.0,-973.0,-4560.0,1
1.6449319113969236e+18,-6998.0,-513.0,-4459.0,1
1.6449319114440182e+18,-5787.0,-2778.0,-4882.0,1
1.6449319114931197e+18,-3905.0,-3472.0,-5530.0,1
1.644931911528155e+18,-3631.0,-3556.0,-6024.0,1
1.64493191159408e+18,-3954.0,-3631.0,-6436.0,1
1.6449319116474954e+18,-3014.0,-2948.0,-6926.0,1
1.6449319116959857e+18,-3001.0,-3178.0,-6792.0,1
1.6449319117478095e+18,-2644.0,-3316.0,-6932.0,1
1.644931911794045e+18,-2903.0,-3559.0,-6847.0,1
1.6449319118419023e+18,-2916.0,-3842.0,-6985.0,1
1.6449319119018708e+18,-3100.0,-3523.0,-6809.0,1
1.6449319119439593e+18,-2725.0,-3732.0,-7075.0,1
