timestamp,a_right_backPose,b_right_backPose,c_right_backPose, ASSEMBLY2_RIGHT
1.6449320316933962e+18,978.0,-7699.0,784.0,1
1.6449320317489828e+18,-3204.0,-6271.0,2743.0,1
1.6449320317896632e+18,-4765.0,-4982.0,2815.0,1
1.6449320318454958e+18,-6597.0,-4194.0,1115.0,1
1.644932031894525e+18,-7648.0,-2466.0,1298.0,1
1.644932031944141e+18,-7972.0,-1272.0,2822.0,1
1.6449320319926413e+18,-7277.0,-1254.0,4072.0,1
1.644932032043554e+18,-6194.0,-586.0,3867.0,1
1.6449320320945096e+18,-6522.0,300.0,3002.0,1
1.6449320321440428e+18,-6141.0,1493.0,3709.0,1
1.644932032192144e+18,-7175.0,2395.0,4602.0,1
1.6449320322473574e+18,-5555.0,2301.0,6213.0,1
1.6449320322930534e+18,-5808.0,2606.0,6534.0,1
1.6449320323462866e+18,-5674.0,2918.0,6386.0,1
1.6449320324017626e+18,-5539.0,3316.0,6021.0,1
1.644932032445502e+18,-5825.0,3516.0,5451.0,1
1.6449320324956242e+18,-7740.0,4633.0,4794.0,1
1.6449320325430162e+18,-7434.0,3681.0,6004.0,1
1.6449320325937065e+18,-7396.0,3978.0,6612.0,1
1.6449320326461752e+18,-6269.0,2580.0,5228.0,1
1.6449320326884803e+18,-5780.0,-892.0,3426.0,1
1.644932032742896e+18,-6135.0,-2303.0,840.0,1
1.6449320327929175e+18,-5864.0,-3543.0,55.0,1
1.6449320328465508e+18,-4583.0,-4001.0,-2475.0,1
1.644932032902497e+18,-4515.0,-5255.0,-4313.0,1
1.644932032945232e+18,-5273.0,-5743.0,-4828.0,1
1.6449320329975268e+18,-5837.0,-6027.0,-5136.0,1
1.644932033042596e+18,-5173.0,-6152.0,-4328.0,1
1.6449320347515748e+18,-3633.0,-164.0,-6713.0,1
1.644932034797649e+18,-3493.0,250.0,-7164.0,1
1.64493203484691e+18,-4026.0,290.0,-7864.0,1
1.6449320348948966e+18,-4418.0,866.0,-8007.0,1
1.644932034950214e+18,-4505.0,641.0,-7733.0,1
1.644932034994033e+18,-5548.0,1055.0,-7540.0,1
1.644932035046532e+18,-4393.0,352.0,-8455.0,1
1.6449320350972756e+18,-5418.0,358.0,-7829.0,1
1.6449320351313052e+18,-6264.0,-660.0,-7792.0,1
1.6449320351934482e+18,-6096.0,-670.0,-8101.0,1
1.6449320352515136e+18,-7392.0,-2344.0,-7056.0,1
1.6449320352979336e+18,-6805.0,-4248.0,-3955.0,1
1.6449320353506624e+18,-2300.0,-5456.0,-2773.0,1
1.6449320353964237e+18,1328.0,-4998.0,-1960.0,1
1.6449320354358945e+18,2192.0,-4403.0,-1787.0,1
1.6449320357974013e+18,-3798.0,-6100.0,-1571.0,1
1.6449320358470979e+18,-6311.0,-5145.0,-495.0,1
1.6449320358977372e+18,-6903.0,-4660.0,1017.0,1
1.6449320359501903e+18,-7445.0,-1715.0,3450.0,1
1.6449320359983432e+18,-6734.0,895.0,5152.0,1
1.6449320360639726e+18,-6625.0,1181.0,5332.0,1
1.6449320360996035e+18,-4032.0,3984.0,7059.0,1
1.6449320361505664e+18,-2910.0,5495.0,7330.0,1
1.6449320361991227e+18,-2380.0,5906.0,7432.0,1
1.644932036246058e+18,-2269.0,5379.0,7265.0,1
1.6449320363026127e+18,-2422.0,4526.0,7081.0,1
1.644932036347318e+18,-2638.0,4048.0,6925.0,1
1.6449320364030326e+18,-3646.0,3587.0,6637.0,1
1.644932036451284e+18,-4483.0,2988.0,6584.0,1
1.6449320365031296e+18,-4879.0,2069.0,6508.0,1
1.6449320365426084e+18,-5637.0,1529.0,6083.0,1
1.6449320365994304e+18,-5566.0,1410.0,5780.0,1
1.6449320366470868e+18,-6231.0,-377.0,1288.0,1
1.6449320367009098e+18,-7791.0,502.0,-259.0,1
1.6449320367472036e+18,-8194.0,225.0,-1401.0,1
1.6449320368020378e+18,-9338.0,433.0,-1356.0,1
1.6449320368491272e+18,-9050.0,163.0,-1717.0,1
1.644932036901019e+18,-8940.0,-338.0,-1796.0,1
1.644932036943642e+18,-8315.0,-989.0,-1708.0,1
1.6449320370037384e+18,-8055.0,-876.0,-1835.0,1
1.6449320370495027e+18,-8491.0,-875.0,-2908.0,1
1.6449320371023416e+18,-8098.0,-1303.0,-2174.0,1
1.6449320371498578e+18,-7963.0,-289.0,-2067.0,1
1.6449320371990318e+18,-8299.0,-674.0,-1976.0,1
1.6449320372476278e+18,-8083.0,-1357.0,-1963.0,1
1.6449320373016136e+18,-8371.0,-2017.0,-1710.0,1
1.644932037347746e+18,-8292.0,-2147.0,-1106.0,1
1.6449320374028805e+18,-8936.0,-1703.0,-829.0,1
1.644932037448162e+18,-7563.0,-1199.0,-1580.0,1
1.644932037502894e+18,-7030.0,-1707.0,-3032.0,1
1.6449320375426358e+18,-6908.0,-1993.0,-3652.0,1
1.6449320376016435e+18,-6533.0,-2916.0,-3472.0,1
1.6449320376529083e+18,-7559.0,-3126.0,-2035.0,1
1.644932037703138e+18,-8191.0,-3009.0,-642.0,1
1.644932037755073e+18,-7525.0,-1848.0,-666.0,1
1.6449320378019308e+18,-7399.0,-3367.0,-2017.0,1
1.644932037853481e+18,-8538.0,121.0,437.0,1
1.644932037899152e+18,-9654.0,1751.0,2500.0,1
1.6449320379542154e+18,-10692.0,2940.0,2721.0,1
1.644932038003293e+18,-8953.0,1691.0,1277.0,1
1.6449320380530076e+18,-6229.0,-472.0,-1996.0,1
1.644932038102408e+18,-5233.0,-2677.0,-4823.0,1
1.6449320381554092e+18,-4603.0,-3439.0,-5157.0,1
1.6449320381986532e+18,-6734.0,-2783.0,-1163.0,1
1.6449320382559752e+18,-11006.0,-3098.0,2704.0,1
