timestamp,a_right_backPose,b_right_backPose,c_right_backPose, ASSEMBLY2_BIMANUAL
1.644932020432421e+18,-9708.0,-640.0,2220.0,1
1.644932020480526e+18,-10336.0,-595.0,1888.0,1
1.6449320205252004e+18,-9190.0,-717.0,1865.0,1
1.644932020579961e+18,-8276.0,-969.0,1856.0,1
1.644932020630746e+18,-7838.0,-1380.0,2004.0,1
1.644932020680508e+18,-7519.0,-1630.0,2282.0,1
1.6449320207278628e+18,-7475.0,-1707.0,2055.0,1
1.6449320207800947e+18,-7476.0,-1722.0,2003.0,1
1.6449320208318436e+18,-7628.0,-1782.0,1531.0,1
1.6449320208831462e+18,-8173.0,-1849.0,1278.0,1
1.644932020930312e+18,-8164.0,-1828.0,1154.0,1
1.6449320209824507e+18,-8252.0,-1821.0,1068.0,1
1.6449320210300984e+18,-8146.0,-1942.0,1029.0,1
1.6449320210813345e+18,-8177.0,-2017.0,882.0,1
1.6449320211341123e+18,-8089.0,-2012.0,792.0,1
1.6449320211835387e+18,-8098.0,-2004.0,705.0,1
1.6449320212337144e+18,-7858.0,-1921.0,494.0,1
1.6449320212819663e+18,-8017.0,-1919.0,469.0,1
1.6449320213263995e+18,-8160.0,-1940.0,299.0,1
1.6449320213808576e+18,-8022.0,-1991.0,237.0,1
1.6449320214283566e+18,-8057.0,-2023.0,55.0,1
1.644932021483051e+18,-8003.0,-2065.0,43.0,1
1.6449320215273236e+18,-8028.0,-2062.0,60.0,1
1.6449320215827146e+18,-7941.0,-2066.0,165.0,1
1.6449320216331533e+18,-7965.0,-1995.0,138.0,1
1.6449320216794012e+18,-8091.0,-1986.0,296.0,1
1.6449320217346867e+18,-8258.0,-1982.0,197.0,1
1.6449320217794045e+18,-8407.0,-2042.0,201.0,1
1.6449320218360676e+18,-8318.0,-2086.0,25.0,1
1.6449320218826606e+18,-8179.0,-2093.0,-26.0,1
1.644932021927685e+18,-8121.0,-2100.0,1.0,1
1.6449320219822866e+18,-7978.0,-2075.0,-142.0,1
1.6449320220264983e+18,-7857.0,-2049.0,-229.0,1
1.6449320220838817e+18,-8012.0,-2027.0,-234.0,1
1.6449320221305436e+18,-8052.0,-2075.0,-350.0,1
1.6449320221798108e+18,-8161.0,-2108.0,-386.0,1
1.644932022230852e+18,-8220.0,-2111.0,-533.0,1
1.6449320222815478e+18,-8149.0,-2126.0,-673.0,1
1.6449320223334275e+18,-8034.0,-2113.0,-890.0,1
1.644932022383714e+18,-7910.0,-2164.0,-1004.0,1
1.6449320224305093e+18,-7833.0,-2132.0,-1034.0,1
1.6449320224805788e+18,-8016.0,-2077.0,-1152.0,1
1.6449320225327053e+18,-8129.0,-2002.0,-1277.0,1
1.6449320225804972e+18,-8065.0,-2066.0,-1272.0,1
1.6449320226341548e+18,-7919.0,-2129.0,-1586.0,1
1.6449320226844664e+18,-7736.0,-2251.0,-1922.0,1
1.644932022730542e+18,-7444.0,-2147.0,-2007.0,1
1.644932022784279e+18,-7735.0,-2160.0,-2267.0,1
1.644932022833209e+18,-7625.0,-2227.0,-1920.0,1
1.6449320228789834e+18,-7559.0,-2047.0,-2133.0,1
1.6449320229340122e+18,-7555.0,-1910.0,-2496.0,1
1.6449320229825892e+18,-7717.0,-2086.0,-1820.0,1
1.6449320230333763e+18,-8062.0,-2025.0,-2123.0,1
1.6449320230825157e+18,-7805.0,-2043.0,-2228.0,1
1.6449320231324293e+18,-7946.0,-2101.0,-1768.0,1
1.6449320231838264e+18,-8219.0,-2073.0,-1621.0,1
1.6449320232334666e+18,-8124.0,-2023.0,-1696.0,1
1.6449320232879014e+18,-7933.0,-2030.0,-1781.0,1
1.6449320233400246e+18,-7676.0,-2001.0,-1993.0,1
1.6449320233879918e+18,-7651.0,-1996.0,-2003.0,1
1.6449320234324946e+18,-7683.0,-2058.0,-2172.0,1
1.6449320234884657e+18,-7707.0,-2082.0,-2762.0,1
1.6449320235330025e+18,-7781.0,-2088.0,-2511.0,1
1.644932023581049e+18,-7919.0,-2034.0,-2387.0,1
1.6449320236332332e+18,-7548.0,-1978.0,-2934.0,1
1.6449320236868483e+18,-7463.0,-2096.0,-3263.0,1
1.6449320237346204e+18,-7227.0,-2055.0,-3226.0,1
1.6449320237826924e+18,-6729.0,-2028.0,-3004.0,1
1.6449320238345554e+18,-7033.0,-1884.0,-3514.0,1
1.6449320238890975e+18,-7294.0,-1937.0,-3355.0,1
1.644932023933876e+18,-7596.0,-1947.0,-3323.0,1
1.6449320239781806e+18,-7471.0,-1961.0,-3248.0,1
1.6449320240343846e+18,-7264.0,-1992.0,-2823.0,1
1.644932024088503e+18,-7687.0,-1685.0,-3488.0,1
1.644932024135035e+18,-8118.0,-1898.0,-3186.0,1
1.6449320241829166e+18,-7577.0,-1889.0,-2940.0,1
1.6449320242336745e+18,-7397.0,-1930.0,-3193.0,1
1.6449320242854444e+18,-7448.0,-1956.0,-3632.0,1
1.6449320243357993e+18,-8180.0,-2736.0,-3834.0,1
1.6449320243836485e+18,-6658.0,-1572.0,-4395.0,1
1.6449320244390244e+18,-6260.0,-1021.0,-3452.0,1
1.6449320244835817e+18,-7253.0,-1367.0,-3447.0,1
1.644932024534714e+18,-8382.0,-1824.0,-5867.0,1
1.6449320245838313e+18,-6280.0,-2209.0,-6435.0,1
1.6449320246330307e+18,-3952.0,-2364.0,-6790.0,1
1.644932024684647e+18,-2418.0,-2201.0,-7209.0,1
1.644932024736936e+18,-4031.0,-2149.0,-5720.0,1
1.6449320247848558e+18,-4274.0,-1932.0,-5542.0,1
1.6449320248365253e+18,-3313.0,-1879.0,-6342.0,1
1.6449320248831882e+18,-1487.0,-1762.0,-7862.0,1
1.6449320249370765e+18,-1627.0,-2306.0,-8212.0,1
1.6449320249851515e+18,-1131.0,-1983.0,-8151.0,1
1.6449320250363776e+18,-966.0,-1336.0,-7779.0,1
1.6449320250837906e+18,-1648.0,-990.0,-6882.0,1
1.6449320251406828e+18,-2194.0,-776.0,-6455.0,1
1.6449320251882555e+18,-2889.0,-1152.0,-6130.0,1
1.6449320252353224e+18,-4483.0,-1129.0,-4905.0,1
1.644932025286369e+18,-6194.0,-367.0,-4558.0,1
1.6449320253353661e+18,-10120.0,-120.0,-3324.0,1
1.6449320253830067e+18,-5897.0,2188.0,-2539.0,1
1.644932025439517e+18,-6515.0,4653.0,-3642.0,1
1.6449320254838487e+18,-5045.0,4178.0,-1611.0,1
1.64493202554015e+18,-4865.0,5506.0,1661.0,1
1.6449320255859876e+18,-6301.0,5917.0,2756.0,1
1.6449320256381967e+18,-5417.0,4407.0,3926.0,1
1.6449320256838103e+18,-5295.0,5614.0,2961.0,1
1.6449320257400346e+18,-4149.0,6762.0,1979.0,1
1.6449320257838272e+18,-177.0,8421.0,-768.0,1
1.6449320258353203e+18,-4010.0,8427.0,1390.0,1
1.6449320258841467e+18,-4599.0,7508.0,1707.0,1
1.6449320259390203e+18,-6369.0,7648.0,1313.0,1
1.6449320259842166e+18,-3084.0,7470.0,-1695.0,1
1.6449320260386327e+18,-2163.0,6869.0,-4290.0,1
1.6449320260848947e+18,-3597.0,6227.0,-5273.0,1
1.644932026138903e+18,-3584.0,4770.0,-6029.0,1
1.644932026185309e+18,-2591.0,3939.0,-6262.0,1
1.644932026239465e+18,-2020.0,2781.0,-8381.0,1
1.6449320262855593e+18,-2617.0,2590.0,-8244.0,1
1.6449320263390129e+18,-1138.0,1015.0,-8544.0,1
1.644932026387467e+18,-2741.0,1259.0,-7800.0,1
