timestamp,a_right_backPose,b_right_backPose,c_right_backPose, DELIVERY_RIGHT
1.644931894472387e+18,-11606.0,-3197.0,-6343.0,1
1.6449318945233843e+18,-10951.0,-3554.0,-5550.0,1
1.6449318945704963e+18,-7735.0,-3313.0,-3589.0,1
1.6449318946210698e+18,-3800.0,-3691.0,-1555.0,1
1.6449318946774164e+18,-384.0,-3485.0,-80.0,1
1.6449318947215027e+18,-473.0,-430.0,-1674.0,1
1.6449318947754545e+18,-2429.0,1337.0,-4573.0,1
1.6449318948219681e+18,-3026.0,574.0,-6390.0,1
1.6449318948762365e+18,-2153.0,-1047.0,-7023.0,1
1.644931894920576e+18,-1936.0,-1095.0,-6875.0,1
1.6449318949754079e+18,-2098.0,-811.0,-7792.0,1
1.644931895021281e+18,-2692.0,-986.0,-8085.0,1
1.6449318950761874e+18,-2698.0,-1312.0,-8409.0,1
1.6449318951207864e+18,-2789.0,-1694.0,-7967.0,1
1.6449318951757832e+18,-3283.0,-1866.0,-7451.0,1
1.644931895221456e+18,-3726.0,-1679.0,-7333.0,1
1.6449318952717522e+18,-4018.0,-1963.0,-6847.0,1
1.6449318953265475e+18,-3734.0,-2169.0,-7044.0,1
1.6449318953804106e+18,-3619.0,-1759.0,-7137.0,1
1.6449318954287427e+18,-2676.0,-762.0,-7614.0,1
1.644931895472382e+18,-2340.0,312.0,-8216.0,1
1.6449318955258342e+18,-2092.0,699.0,-8403.0,1
1.6449318955767887e+18,-1687.0,321.0,-8086.0,1
1.6449318956256282e+18,-1746.0,35.0,-7939.0,1
1.644931895672482e+18,-1752.0,90.0,-8036.0,1
1.644931895727577e+18,-1892.0,155.0,-8254.0,1
1.6449318957710054e+18,-1987.0,132.0,-8071.0,1
1.6449318958279706e+18,-2076.0,230.0,-7781.0,1
1.6449318958727148e+18,-2004.0,576.0,-7820.0,1
1.6449318959255124e+18,-2076.0,1210.0,-8135.0,1
1.6449318959726996e+18,-1401.0,872.0,-7935.0,1
1.644931896021097e+18,-1714.0,1457.0,-8442.0,1
1.6449318960735636e+18,-1891.0,1445.0,-7997.0,1
1.6449318961287608e+18,-2738.0,2090.0,-7768.0,1
1.6449318961723387e+18,-2451.0,1946.0,-7720.0,1
1.6449318962263747e+18,-2193.0,1659.0,-7647.0,1
1.644931896275305e+18,-1975.0,1449.0,-7421.0,1
1.6449318963279462e+18,-2385.0,1552.0,-7641.0,1
1.6449318963765304e+18,-2902.0,1873.0,-7727.0,1
1.6449318964259233e+18,-2971.0,1716.0,-7279.0,1
1.6449318964744896e+18,-3043.0,2281.0,-7672.0,1
1.64493189652329e+18,-3117.0,2061.0,-7473.0,1
1.6449318965718868e+18,-3218.0,2003.0,-7317.0,1
1.64493189662609e+18,-3164.0,1843.0,-7195.0,1
1.644931896672881e+18,-3041.0,1498.0,-7365.0,1
1.644931896727189e+18,-2237.0,737.0,-7864.0,1
1.6449318967721605e+18,-2486.0,633.0,-7757.0,1
1.64493189682769e+18,-3070.0,1028.0,-7762.0,1
1.6449318968805135e+18,-2732.0,737.0,-8041.0,1
1.6449318969266376e+18,-2709.0,469.0,-8133.0,1
1.6449318969771008e+18,-2838.0,283.0,-8030.0,1
1.6449318970249846e+18,-2334.0,306.0,-8025.0,1
1.6449318970785126e+18,-2678.0,1040.0,-7779.0,1
1.644931897121906e+18,-2714.0,1325.0,-7766.0,1
1.6449318971781414e+18,-2797.0,1366.0,-7572.0,1
1.6449318972219018e+18,-2204.0,1027.0,-7538.0,1
1.6449318972805993e+18,-1361.0,471.0,-8039.0,1
1.6449318973279421e+18,-1681.0,535.0,-8008.0,1
1.6449318973793344e+18,-1540.0,181.0,-8309.0,1
1.6449318974269238e+18,-1555.0,-2.0,-8161.0,1
1.644931897477225e+18,-1914.0,582.0,-8083.0,1
1.6449318975251287e+18,-2082.0,912.0,-8075.0,1
1.6449318975790758e+18,-2075.0,805.0,-7726.0,1
1.6449318976253394e+18,-2504.0,1198.0,-7750.0,1
1.6449318976789396e+18,-3063.0,1356.0,-7459.0,1
1.644931897724587e+18,-2903.0,1103.0,-7512.0,1
1.6449318977798272e+18,-3641.0,1342.0,-7630.0,1
1.644931897827401e+18,-3337.0,1233.0,-7689.0,1
1.6449318978797542e+18,-2727.0,1033.0,-7711.0,1
1.6449318979301158e+18,-2230.0,1933.0,-8787.0,1
1.6449318979784722e+18,-3284.0,2397.0,-8071.0,1
1.6449318980259676e+18,-2802.0,1912.0,-6165.0,1
1.6449318980808817e+18,-3170.0,658.0,-5724.0,1
1.6449318981249853e+18,-3552.0,-1558.0,-4402.0,1
1.6449318981765934e+18,-4192.0,-4558.0,-2602.0,1
1.6449318982264799e+18,-3467.0,-7349.0,-3092.0,1
1.6449318982780134e+18,-368.0,-8020.0,-7208.0,1
1.6449318983298798e+18,1657.0,-8477.0,-10037.0,1
1.6449318983805284e+18,3101.0,-8026.0,-9943.0,1
1.644931898430146e+18,843.0,-7312.0,-8587.0,1
1.6449318984797944e+18,1351.0,-7675.0,-5010.0,1
1.644931898530571e+18,-1684.0,-4190.0,-2377.0,1
1.644931898578514e+18,-4619.0,375.0,-4360.0,1
1.6449318986330043e+18,-3249.0,449.0,-6896.0,1
1.6449318986775421e+18,-861.0,-915.0,-8757.0,1
1.6449318987311944e+18,-120.0,-1598.0,-8113.0,1
1.6449318987748196e+18,-589.0,-1293.0,-7886.0,1
1.6449318988299965e+18,-662.0,-1079.0,-8254.0,1
1.6449318988761644e+18,-1165.0,-760.0,-8330.0,1
1.6449318989301652e+18,-719.0,-1210.0,-8486.0,1
1.6449318989818537e+18,-484.0,-2136.0,-8386.0,1
