timestamp,a_right_backPose,b_right_backPose,c_right_backPose, PICKUP_RIGHT
1.644931948087947e+18,-6771.0,1271.0,-3648.0,1
1.6449319481395256e+18,-6373.0,1719.0,-3430.0,1
1.64493194819243e+18,-6059.0,1445.0,-2759.0,1
1.6449319482351532e+18,-4878.0,2791.0,-4160.0,1
1.6449319482885036e+18,-2640.0,990.0,-5943.0,1
1.6449319483377948e+18,-2800.0,4002.0,-9803.0,1
1.6449319483892864e+18,-928.0,3301.0,-10715.0,1
1.6449319484517635e+18,-1024.0,3424.0,-10604.0,1
1.6449319484917437e+18,-4516.0,2836.0,-10208.0,1
1.6449319485437356e+18,-4630.0,3858.0,-6282.0,1
1.6449319485915837e+18,-6297.0,4192.0,-1688.0,1
1.6449319486439954e+18,-5524.0,3065.0,1490.0,1
1.6449319486873838e+18,-6158.0,2136.0,2833.0,1
1.6449319487384082e+18,-5026.0,743.0,3078.0,1
1.6449319487899203e+18,-5770.0,537.0,2025.0,1
1.6449319488473198e+18,-6716.0,1868.0,-811.0,1
1.6449319488905964e+18,-10578.0,2726.0,-1338.0,1
1.6449319489379863e+18,-7226.0,2340.0,-4020.0,1
1.6449319489881167e+18,-6655.0,2597.0,-2720.0,1
