timestamp,a_right_backPose,b_right_backPose,c_right_backPose, DELIVERY_BIMANUAL
1.6449319456336586e+18,-494.0,-417.0,-8715.0,1
1.6449319456865818e+18,536.0,-2021.0,-8133.0,1
1.6449319457365245e+18,94.0,-2481.0,-7833.0,1
1.6449319457888172e+18,370.0,-2196.0,-8051.0,1
1.644931945836713e+18,83.0,-1730.0,-8286.0,1
1.6449319458869883e+18,307.0,-2551.0,-8507.0,1
1.644931945941531e+18,-313.0,-2188.0,-7735.0,1
1.6449319459869704e+18,-751.0,-851.0,-8013.0,1
1.6449319460366543e+18,-854.0,-366.0,-7734.0,1
1.644931946089512e+18,-817.0,238.0,-8754.0,1
1.6449319461370665e+18,-268.0,217.0,-8756.0,1
1.6449319461881487e+18,-750.0,264.0,-8014.0,1
1.6449319462364687e+18,-669.0,74.0,-7982.0,1
1.6449319462824115e+18,-364.0,-28.0,-8210.0,1
1.6449319463412237e+18,-713.0,-699.0,-7307.0,1
1.6449319463869688e+18,-863.0,-1498.0,-7463.0,1
1.6449319464424806e+18,-1180.0,-1947.0,-7912.0,1
1.6449319464879268e+18,-808.0,-2445.0,-7696.0,1
1.6449319465379986e+18,-851.0,-2742.0,-8880.0,1
1.6449319465856115e+18,-1931.0,-1583.0,-9898.0,1
1.644931946641129e+18,-2579.0,-384.0,-9044.0,1
1.6449319466906417e+18,-2984.0,161.0,-8796.0,1
1.6449319467390241e+18,-3282.0,-1.0,-6983.0,1
1.6449319468038848e+18,-2946.0,-651.0,-3785.0,1
1.644931946835771e+18,-4818.0,-240.0,-2865.0,1
1.6449319468926853e+18,-9441.0,1928.0,-2471.0,1
1.6449319469370683e+18,-12475.0,4927.0,-940.0,1
1.644931946990521e+18,-13740.0,5570.0,2169.0,1
1.6449319470375022e+18,-12555.0,3926.0,2608.0,1
1.6449319470947645e+18,-11362.0,3013.0,1822.0,1
1.6449319471372027e+18,-8971.0,2193.0,1208.0,1
1.6449319471913206e+18,-8073.0,2285.0,-454.0,1
1.6449319472361265e+18,-7845.0,2464.0,-916.0,1
1.644931947307681e+18,-7545.0,3250.0,-1900.0,1
1.6449319473362941e+18,-6495.0,3669.0,-4216.0,1
1.6449319473919393e+18,-5313.0,3375.0,-6187.0,1
1.6449319474373112e+18,-7435.0,3136.0,-7640.0,1
1.6449319474891123e+18,-5587.0,2138.0,-7035.0,1
1.644931947537375e+18,-5492.0,1407.0,-6474.0,1
