timestamp,a_right_backPose,b_right_backPose,c_right_backPose, BOLT_LEFT
1.644932478607369e+18,-790.0,120.0,-8242.0,1
1.6449324786563896e+18,-1074.0,-10.0,-8208.0,1
1.6449324787043896e+18,-1138.0,-169.0,-8221.0,1
1.644932478758267e+18,-1144.0,50.0,-8133.0,1
1.6449324788019315e+18,-1023.0,102.0,-8183.0,1
1.6449324788548867e+18,-1168.0,-120.0,-8223.0,1
1.6449324789042604e+18,-1049.0,-39.0,-8173.0,1
1.6449324789617628e+18,-1364.0,-159.0,-8143.0,1
1.6449324790047654e+18,-1230.0,-194.0,-8155.0,1
1.644932479055274e+18,-1200.0,-118.0,-8234.0,1
1.644932479099708e+18,-987.0,25.0,-8208.0,1
1.644932479154229e+18,-1158.0,-257.0,-8183.0,1
1.6449324792046907e+18,-1103.0,-169.0,-8236.0,1
1.6449324792537784e+18,-1211.0,-177.0,-8178.0,1
1.6449324793010486e+18,-1143.0,-174.0,-8165.0,1
1.644932479360054e+18,-1167.0,-216.0,-8225.0,1
1.6449324794093494e+18,-1167.0,-190.0,-8182.0,1
1.644932479453926e+18,-1194.0,-228.0,-8140.0,1
1.6449324795096008e+18,-1134.0,-173.0,-8200.0,1
1.6449324795546076e+18,-1209.0,-162.0,-8218.0,1
1.6449324796023823e+18,-1185.0,-259.0,-8150.0,1
1.644932479654997e+18,-1175.0,-205.0,-8214.0,1
1.6449324797069112e+18,-1189.0,-140.0,-8116.0,1
1.6449324797539564e+18,-1215.0,-179.0,-8169.0,1
1.6449324798058593e+18,-1228.0,-134.0,-8191.0,1
1.6449324798554583e+18,-1192.0,-167.0,-8171.0,1
1.644932479910848e+18,-1214.0,-204.0,-8183.0,1
1.6449324799575468e+18,-1187.0,-241.0,-8173.0,1
1.644932480007123e+18,-1218.0,-150.0,-8148.0,1
1.644932480053713e+18,-1211.0,-264.0,-8175.0,1
1.6449324801062684e+18,-1213.0,-251.0,-8153.0,1
1.6449324801545426e+18,-1195.0,-250.0,-8180.0,1
1.6449324802036797e+18,-1168.0,-328.0,-8250.0,1
1.6449324802543823e+18,-1199.0,-354.0,-8217.0,1
1.6449324803106445e+18,-1199.0,-258.0,-8143.0,1
1.6449324803537436e+18,-1063.0,-345.0,-8254.0,1
1.6449324804080556e+18,-1197.0,-356.0,-8169.0,1
1.6449324804554153e+18,-1147.0,-207.0,-8202.0,1
1.6449324805051901e+18,-1125.0,-336.0,-8259.0,1
1.6449324805546952e+18,-1177.0,-334.0,-8133.0,1
1.6449324806087908e+18,-1098.0,-222.0,-8206.0,1
1.6449324806532099e+18,-1209.0,-296.0,-8151.0,1
1.6449324807096735e+18,-1145.0,-302.0,-8186.0,1
1.6449324807541084e+18,-1187.0,-247.0,-8158.0,1
1.6449324808083328e+18,-1156.0,-309.0,-8209.0,1
1.6449324808554621e+18,-1152.0,-311.0,-8198.0,1
1.644932480908002e+18,-1137.0,-285.0,-8140.0,1
1.644932480950441e+18,-1190.0,-310.0,-8159.0,1
1.6449324810096364e+18,-1156.0,-315.0,-8139.0,1
1.6449324810591337e+18,-1210.0,-355.0,-8161.0,1
1.6449324811080545e+18,-1165.0,-374.0,-8231.0,1
1.6449324811598776e+18,-1242.0,-423.0,-8163.0,1
1.6449324812093087e+18,-1176.0,-388.0,-8239.0,1
1.6449324812614556e+18,-1322.0,-320.0,-8177.0,1
1.644932481310163e+18,-1058.0,-286.0,-8230.0,1
1.6449324813607112e+18,-1183.0,-449.0,-8181.0,1
1.644932481408715e+18,-1119.0,-252.0,-8150.0,1
1.6449324814605033e+18,-1250.0,-404.0,-8159.0,1
1.6449324815096737e+18,-1208.0,-466.0,-8215.0,1
1.644932481561702e+18,-1038.0,-200.0,-8173.0,1
1.6449324816083292e+18,-1119.0,-366.0,-8235.0,1
1.6449324816593905e+18,-1126.0,-450.0,-8209.0,1
1.644932481704216e+18,-1206.0,-350.0,-8129.0,1
1.6449324817595712e+18,-1195.0,-231.0,-8150.0,1
1.64493248180894e+18,-1173.0,-370.0,-8153.0,1
1.644932481861325e+18,-1384.0,-435.0,-8060.0,1
1.6449324819052639e+18,-976.0,-199.0,-8206.0,1
1.6449324819570012e+18,-1050.0,-401.0,-8219.0,1
1.6449324820086062e+18,-1071.0,-281.0,-8170.0,1
1.6449324820580972e+18,-1095.0,-383.0,-8187.0,1
1.6449324821050885e+18,-1129.0,-288.0,-8219.0,1
1.6449324821610865e+18,-1184.0,-346.0,-8117.0,1
1.6449324822101955e+18,-969.0,-354.0,-8243.0,1
1.6449324822614492e+18,-1153.0,-409.0,-8214.0,1
1.6449324823060237e+18,-1133.0,-375.0,-8159.0,1
1.6449324823568463e+18,-1051.0,-407.0,-8214.0,1
1.6449324824046428e+18,-1097.0,-408.0,-8192.0,1
1.6449324824627907e+18,-1114.0,-485.0,-8212.0,1
1.6449324825051354e+18,-1151.0,-577.0,-8222.0,1
1.6449324825595474e+18,-1159.0,-425.0,-8155.0,1
1.6449324826111775e+18,-1131.0,-438.0,-8158.0,1
1.6449324826605143e+18,-1054.0,-480.0,-8238.0,1
1.6449324827091174e+18,-1047.0,-356.0,-8127.0,1
1.644932482760328e+18,-1130.0,-411.0,-8200.0,1
1.644932482809652e+18,-1143.0,-411.0,-8166.0,1
1.6449324828606257e+18,-1091.0,-391.0,-8144.0,1
1.644932482909358e+18,-1079.0,-373.0,-8202.0,1
1.6449324829608143e+18,-1059.0,-502.0,-8224.0,1
1.6449324830100001e+18,-1107.0,-499.0,-8183.0,1
1.6449324830594944e+18,-1097.0,-491.0,-8195.0,1
1.644932483109645e+18,-1093.0,-471.0,-8146.0,1
1.6449324831627136e+18,-1076.0,-511.0,-8195.0,1
1.644932483213356e+18,-1090.0,-531.0,-8193.0,1
1.6449324832609664e+18,-1019.0,-510.0,-8262.0,1
1.6449324833099896e+18,-1099.0,-539.0,-8099.0,1
1.6449324833612529e+18,-1108.0,-379.0,-8129.0,1
1.6449324834104072e+18,-1103.0,-495.0,-8229.0,1
1.6449324834600863e+18,-1114.0,-474.0,-8207.0,1
1.6449324835133386e+18,-1046.0,-385.0,-8188.0,1
1.644932483562829e+18,-1061.0,-434.0,-8175.0,1
1.6449324836110228e+18,-1134.0,-458.0,-8129.0,1
1.6449324836601426e+18,-1100.0,-461.0,-8223.0,1
1.644932483713095e+18,-1007.0,-384.0,-8198.0,1
1.6449324837625288e+18,-1035.0,-444.0,-8221.0,1
1.6449324838111086e+18,-1160.0,-557.0,-8155.0,1
1.6449324838588746e+18,-1064.0,-494.0,-8167.0,1
1.6449324839108244e+18,-1104.0,-439.0,-8185.0,1
1.6449324839631452e+18,-1103.0,-588.0,-8192.0,1
1.6449324840091784e+18,-1204.0,-619.0,-8171.0,1
1.6449324840547576e+18,-1089.0,-580.0,-8180.0,1
1.6449324841137997e+18,-958.0,-525.0,-8256.0,1
1.644932484159997e+18,-1064.0,-604.0,-8213.0,1
1.644932484211691e+18,-1103.0,-563.0,-8184.0,1
1.644932484265521e+18,-1143.0,-574.0,-8150.0,1
1.644932484314038e+18,-1046.0,-540.0,-8190.0,1
1.644932484360044e+18,-1100.0,-529.0,-8253.0,1
1.6449324844101494e+18,-1155.0,-628.0,-8152.0,1
1.6449324844611748e+18,-1064.0,-412.0,-8144.0,1
1.644932484513947e+18,-1134.0,-377.0,-8137.0,1
1.6449324845638682e+18,-1160.0,-565.0,-8190.0,1
1.6449324846072658e+18,-1090.0,-509.0,-8182.0,1
1.6449324846636334e+18,-992.0,-500.0,-8217.0,1
1.6449324847079055e+18,-1080.0,-474.0,-8188.0,1
1.6449324847567652e+18,-1127.0,-617.0,-8199.0,1
1.6449324848084636e+18,-1038.0,-503.0,-8188.0,1
1.6449324848655324e+18,-991.0,-518.0,-8181.0,1
1.6449324849119654e+18,-1149.0,-547.0,-8158.0,1
1.6449324849635858e+18,-1081.0,-553.0,-8176.0,1
1.644932485010911e+18,-1091.0,-516.0,-8164.0,1
1.6449324850624143e+18,-1002.0,-438.0,-8144.0,1
1.6449324851086308e+18,-1225.0,-650.0,-8142.0,1
1.6449324851622986e+18,-974.0,-551.0,-8207.0,1
1.6449324852135816e+18,-1147.0,-508.0,-8188.0,1
1.6449324852610235e+18,-1188.0,-591.0,-8119.0,1
1.6449324853137902e+18,-1138.0,-565.0,-8227.0,1
1.64493248536303e+18,-1047.0,-471.0,-8178.0,1
1.6449324854076155e+18,-1101.0,-561.0,-8198.0,1
1.6449324854640036e+18,-1088.0,-515.0,-8222.0,1
1.6449324855131592e+18,-1034.0,-459.0,-8194.0,1
1.6449324855634796e+18,-1077.0,-467.0,-8195.0,1
1.6449324856122903e+18,-1069.0,-427.0,-8165.0,1
1.6449324856634813e+18,-1125.0,-424.0,-8219.0,1
1.6449324857130647e+18,-963.0,-420.0,-8174.0,1
1.6449324857639544e+18,-937.0,-454.0,-8238.0,1
1.6449324858127025e+18,-1296.0,-391.0,-8107.0,1
1.6449324858648824e+18,-1031.0,-438.0,-8211.0,1
1.6449324859189286e+18,-884.0,-332.0,-8188.0,1
1.6449324859636861e+18,-1229.0,-519.0,-8085.0,1
1.6449324860132966e+18,-872.0,-390.0,-8277.0,1
1.644932486077102e+18,-1246.0,-673.0,-8135.0,1
1.6449324861163732e+18,-958.0,-678.0,-8365.0,1
1.644932486164727e+18,-1031.0,-824.0,-8194.0,1
1.6449324862141908e+18,-927.0,-617.0,-8034.0,1
1.6449324862631841e+18,-1208.0,-763.0,-8433.0,1
1.6449324863161426e+18,-451.0,-699.0,-8100.0,1
1.6449324863604685e+18,-1167.0,-583.0,-8133.0,1
1.6449324864163837e+18,-965.0,-811.0,-8160.0,1
1.644932486464133e+18,-1138.0,-584.0,-7985.0,1
1.6449324865182973e+18,-964.0,-815.0,-8323.0,1
1.644932486565104e+18,-1094.0,-1014.0,-8194.0,1
1.6449324866188296e+18,-977.0,-558.0,-8233.0,1
1.6449324866658586e+18,-915.0,-588.0,-8042.0,1
1.64493248671692e+18,-991.0,-871.0,-8293.0,1
1.6449324867601162e+18,-1082.0,-1046.0,-8210.0,1
1.644932486813591e+18,-1288.0,-758.0,-8085.0,1
1.6449324868647964e+18,-722.0,-658.0,-8291.0,1
1.6449324869157594e+18,-874.0,-855.0,-8133.0,1
1.6449324869628416e+18,-1119.0,-831.0,-8126.0,1
1.6449324870124224e+18,-984.0,-498.0,-8196.0,1
1.6449324870620808e+18,-644.0,-623.0,-8199.0,1
1.644932487114101e+18,-1188.0,-1020.0,-8174.0,1
1.6449324871635645e+18,-1222.0,-1094.0,-8239.0,1
1.644932487217174e+18,-814.0,-703.0,-8082.0,1
1.644932487262635e+18,-1039.0,-863.0,-8093.0,1
1.6449324873188854e+18,-841.0,-921.0,-8248.0,1
1.644932487356182e+18,-1034.0,-947.0,-8111.0,1
1.6449324874178066e+18,-805.0,-802.0,-8315.0,1
1.6449324874691768e+18,-815.0,-795.0,-8133.0,1
1.6449324875139968e+18,-1027.0,-870.0,-8150.0,1
1.6449324875676828e+18,-853.0,-914.0,-8245.0,1
1.644932500866372e+18,-7634.0,-3766.0,-2048.0,1
1.6449325008980964e+18,-6799.0,-4913.0,-1354.0,1
1.6449325008980964e+18,-6799.0,-4913.0,-1354.0,1
1.6449325009714465e+18,-6936.0,-3823.0,-1987.0,1
1.644932501007877e+18,-6909.0,-3991.0,-1381.0,1
1.644932501101568e+18,-6882.0,-4441.0,-1740.0,1
1.644932501101568e+18,-6882.0,-4441.0,-1740.0,1
1.6449325011708803e+18,-6446.0,-4320.0,-1920.0,1
1.6449325012499548e+18,-6450.0,-4131.0,-2110.0,1
1.6449325012984164e+18,-6530.0,-4107.0,-2094.0,1
1.6449325013251635e+18,-6480.0,-4104.0,-2121.0,1
1.6449325013953953e+18,-6582.0,-4088.0,-2097.0,1
1.6449325014451328e+18,-6712.0,-4109.0,-2040.0,1
1.6449325014451328e+18,-6712.0,-4109.0,-2040.0,1
1.6449325015266516e+18,-7180.0,-4337.0,-1781.0,1
1.6449325015266516e+18,-7180.0,-4337.0,-1781.0,1
1.644932501653373e+18,-7289.0,-4096.0,-1769.0,1
1.6449325016889966e+18,-7289.0,-4083.0,-1789.0,1
1.6449325016889966e+18,-7289.0,-4083.0,-1789.0,1
1.6449325017916833e+18,-7166.0,-3967.0,-1845.0,1
1.6449325018182735e+18,-7216.0,-3821.0,-1775.0,1
1.644932501879845e+18,-7155.0,-3873.0,-1778.0,1
1.6449325019440504e+18,-7038.0,-3824.0,-1937.0,1
1.6449325019678792e+18,-7185.0,-3565.0,-2250.0,1
1.6449325020672786e+18,-7252.0,-3475.0,-2011.0,1
1.6449325020672786e+18,-7252.0,-3475.0,-2011.0,1
1.6449325021237955e+18,-7355.0,-3133.0,-2036.0,1
1.644932502166481e+18,-7402.0,-3156.0,-2004.0,1
1.6449325022508987e+18,-7014.0,-3421.0,-2345.0,1
1.6449325022824548e+18,-7095.0,-3587.0,-2576.0,1
1.6449325023364073e+18,-7173.0,-3511.0,-2239.0,1
1.6449325023917402e+18,-7095.0,-3424.0,-2291.0,1
1.644932502438009e+18,-7211.0,-3548.0,-2348.0,1
1.6449325024775283e+18,-7294.0,-3571.0,-2341.0,1
1.6449325025585477e+18,-7045.0,-3490.0,-2226.0,1
1.644932502587008e+18,-7224.0,-3792.0,-2264.0,1
1.6449325026419387e+18,-7200.0,-3546.0,-2066.0,1
1.6449325026858322e+18,-7282.0,-3709.0,-2210.0,1
1.644932502722087e+18,-7158.0,-3832.0,-2313.0,1
1.6449325027817467e+18,-7097.0,-3550.0,-2122.0,1
1.6449325028352466e+18,-7147.0,-3757.0,-2278.0,1
1.6449325028838769e+18,-6994.0,-3575.0,-2245.0,1
1.6449325029644227e+18,-6983.0,-3677.0,-2317.0,1
1.6449325029924813e+18,-7003.0,-3677.0,-2319.0,1
1.644932503035449e+18,-7327.0,-3561.0,-2146.0,1
1.6449325030843896e+18,-7331.0,-3552.0,-2088.0,1
1.6449325031391245e+18,-7203.0,-3560.0,-2137.0,1
1.6449325031903585e+18,-7159.0,-3551.0,-2159.0,1
1.6449325031903585e+18,-7159.0,-3551.0,-2159.0,1
1.6449325032818665e+18,-7108.0,-3546.0,-2174.0,1
1.6449325033476813e+18,-7062.0,-3541.0,-2204.0,1
1.644932503405538e+18,-7039.0,-3544.0,-2236.0,1
1.644932503441373e+18,-7016.0,-3541.0,-2297.0,1
1.6449325034938767e+18,-7003.0,-3558.0,-2360.0,1
1.6449325035436186e+18,-7001.0,-3597.0,-2371.0,1
1.6449325035891835e+18,-7064.0,-3751.0,-2539.0,1
1.6449325036352778e+18,-7144.0,-3770.0,-2263.0,1
1.6449325036853706e+18,-7079.0,-3639.0,-2261.0,1
1.6449325037337224e+18,-7171.0,-3653.0,-2210.0,1
1.6449325037882934e+18,-7101.0,-3791.0,-2283.0,1
1.644932503835318e+18,-7058.0,-3646.0,-2299.0,1
1.644932503887523e+18,-7290.0,-3581.0,-2180.0,1
1.644932503938368e+18,-7104.0,-3679.0,-2305.0,1
1.644932504000883e+18,-7242.0,-3581.0,-2217.0,1
1.6449325040349494e+18,-7054.0,-3600.0,-2312.0,1
1.644932504086797e+18,-7208.0,-3604.0,-2238.0,1
1.644932504134956e+18,-6991.0,-3653.0,-2517.0,1
1.6449325041881055e+18,-7059.0,-3691.0,-2583.0,1
1.6449325042361088e+18,-7114.0,-3600.0,-2411.0,1
1.6449325042867126e+18,-7134.0,-3515.0,-2349.0,1
1.6449325043332498e+18,-7161.0,-3696.0,-2514.0,1
1.6449325043874396e+18,-6956.0,-3609.0,-2573.0,1
1.6449325044365967e+18,-7056.0,-3692.0,-2458.0,1
1.6449325044888707e+18,-7038.0,-3561.0,-2408.0,1
1.644932504537567e+18,-7008.0,-3553.0,-2466.0,1
1.6449325045892562e+18,-7179.0,-3587.0,-2296.0,1
1.644932504635455e+18,-7074.0,-3672.0,-2430.0,1
1.644932504686937e+18,-7000.0,-3745.0,-2389.0,1
1.6449325047354074e+18,-7083.0,-3771.0,-2349.0,1
1.6449325047875246e+18,-7164.0,-3651.0,-2309.0,1
1.644932504835336e+18,-7108.0,-3569.0,-2304.0,1
1.644932504887934e+18,-7121.0,-3707.0,-2257.0,1
1.6449325049367616e+18,-7152.0,-3752.0,-2301.0,1
1.6449325049900595e+18,-7114.0,-3592.0,-2328.0,1
1.6449325050356867e+18,-7163.0,-3615.0,-2314.0,1
1.64493250508789e+18,-7120.0,-3615.0,-2334.0,1
1.6449325051399895e+18,-7077.0,-3647.0,-2256.0,1
1.6449325051928758e+18,-7189.0,-3618.0,-2358.0,1
1.644932505242848e+18,-7096.0,-3606.0,-2395.0,1
1.6449325052863816e+18,-7067.0,-3469.0,-2361.0,1
1.6449325053362122e+18,-7119.0,-3660.0,-2316.0,1
1.6449325054152425e+18,-7143.0,-3667.0,-2322.0,1
1.6449325054152425e+18,-7143.0,-3667.0,-2322.0,1
1.644932505478593e+18,-7166.0,-3690.0,-2371.0,1
1.6449325055430195e+18,-7186.0,-3688.0,-2324.0,1
1.644932505585038e+18,-7209.0,-3687.0,-2294.0,1
1.6449325056349297e+18,-7205.0,-3696.0,-2276.0,1
1.6449325056728622e+18,-7211.0,-3696.0,-2287.0,1
1.6449325057579587e+18,-7120.0,-3661.0,-2316.0,1
1.6449325057938977e+18,-7090.0,-3599.0,-2333.0,1
1.6449325058363533e+18,-7037.0,-3524.0,-2444.0,1
1.6449325058834227e+18,-7084.0,-3519.0,-2409.0,1
1.6449325059159757e+18,-7071.0,-3543.0,-2415.0,1
1.6449325059732518e+18,-7078.0,-3593.0,-2447.0,1
1.6449325060480532e+18,-6724.0,-3951.0,-2700.0,1
1.6449325060927636e+18,-6827.0,-3912.0,-2592.0,1
1.6449325061546214e+18,-7198.0,-3566.0,-2363.0,1
1.644932506182896e+18,-7177.0,-3551.0,-2350.0,1
1.644932506243351e+18,-7124.0,-3663.0,-2590.0,1
1.644932506273856e+18,-7142.0,-3502.0,-2374.0,1
1.644932506353894e+18,-7029.0,-3565.0,-2316.0,1
1.6449325063863493e+18,-6968.0,-3516.0,-2777.0,1
1.6449325064432625e+18,-7094.0,-3518.0,-2752.0,1
1.6449325064872745e+18,-7022.0,-3485.0,-2724.0,1
1.644932506538181e+18,-7134.0,-3367.0,-2541.0,1
1.6449325065865065e+18,-7044.0,-3591.0,-2612.0,1
1.6449325066449894e+18,-7055.0,-3609.0,-2560.0,1
1.6449325066898355e+18,-7049.0,-3606.0,-2551.0,1
1.6449325067600061e+18,-7052.0,-3614.0,-2539.0,1
1.6449325067600061e+18,-7052.0,-3614.0,-2539.0,1
1.6449325068752653e+18,-7059.0,-3643.0,-2527.0,1
1.64493250688273e+18,-7071.0,-3667.0,-2535.0,1
1.6449325069242898e+18,-7042.0,-3680.0,-2555.0,1
1.6449325070012623e+18,-7099.0,-3665.0,-2465.0,1
1.644932507063004e+18,-7153.0,-3634.0,-2420.0,1
1.6449325071060014e+18,-7213.0,-3601.0,-2365.0,1
1.6449325071060014e+18,-7213.0,-3601.0,-2365.0,1
1.64493250718622e+18,-7209.0,-3616.0,-2371.0,1
1.6449325072218158e+18,-7225.0,-3639.0,-2383.0,1
1.6449325072881772e+18,-7197.0,-3635.0,-2415.0,1
1.6449325073324076e+18,-7158.0,-3623.0,-2443.0,1
1.644932507443204e+18,-7118.0,-3631.0,-2494.0,1
1.644932507443204e+18,-7118.0,-3631.0,-2494.0,1
1.6449325074849075e+18,-7014.0,-3700.0,-2604.0,1
1.644932507567545e+18,-6964.0,-3705.0,-2625.0,1
1.6449325075921288e+18,-6927.0,-3712.0,-2664.0,1
1.6449325076614116e+18,-6888.0,-3745.0,-2710.0,1
1.6449325076959255e+18,-6842.0,-3807.0,-2767.0,1
1.6449325077641825e+18,-6821.0,-3870.0,-2815.0,1
1.6449325077873303e+18,-6827.0,-3902.0,-2814.0,1
1.6449325078250606e+18,-6858.0,-3906.0,-2784.0,1
1.6449325078925983e+18,-7124.0,-3794.0,-2510.0,1
1.6449325079423613e+18,-7078.0,-3615.0,-2437.0,1
1.6449325079423613e+18,-7078.0,-3615.0,-2437.0,1
1.644932508052585e+18,-7181.0,-3579.0,-2380.0,1
1.6449325080901875e+18,-7156.0,-3710.0,-2655.0,1
1.6449325081413821e+18,-7009.0,-3486.0,-2818.0,1
1.6449325081916234e+18,-6842.0,-3926.0,-3041.0,1
1.644932508227093e+18,-6807.0,-3963.0,-3093.0,1
1.6449325082942085e+18,-6799.0,-3987.0,-2981.0,1
1.6449325083396316e+18,-6837.0,-3901.0,-2849.0,1
1.6449325084046945e+18,-6756.0,-3614.0,-2810.0,1
1.6449325084333432e+18,-6798.0,-3290.0,-2838.0,1
1.6449325085101489e+18,-6789.0,-3434.0,-2608.0,1
1.6449325085377846e+18,-6942.0,-3470.0,-2621.0,1
1.6449325086070648e+18,-6915.0,-3373.0,-2646.0,1
1.6449325086408182e+18,-6935.0,-3268.0,-2661.0,1
1.6449325086700961e+18,-6954.0,-3329.0,-2697.0,1
1.644932508725458e+18,-6973.0,-3488.0,-2742.0,1
1.644932508761235e+18,-7128.0,-3583.0,-2759.0,1
1.6449325088456095e+18,-7121.0,-3522.0,-2801.0,1
1.6449325088931791e+18,-7015.0,-3339.0,-2803.0,1
1.6449325089571008e+18,-6460.0,-3021.0,-2955.0,1
1.6449325089925565e+18,-6784.0,-3386.0,-2759.0,1
1.644932509037679e+18,-6954.0,-3606.0,-2609.0,1
1.6449325090989476e+18,-6872.0,-3370.0,-2777.0,1
1.6449325091420664e+18,-6954.0,-3700.0,-2683.0,1
1.644932509191797e+18,-7009.0,-3721.0,-2554.0,1
1.6449325092441603e+18,-7042.0,-3666.0,-2519.0,1
