timestamp,a_right_backPose,b_right_backPose,c_right_backPose, SCREW_RIGHT
1.6449323439901834e+18,-7714.0,1338.0,-2575.0,1
1.6449323440367795e+18,-6888.0,1872.0,-3253.0,1
1.644932344079556e+18,-7328.0,2692.0,-3825.0,1
1.644932344134822e+18,-7201.0,1195.0,-4040.0,1
1.6449323441825743e+18,-8779.0,-664.0,-2223.0,1
1.6449323442341478e+18,-7481.0,-2836.0,-2421.0,1
1.6449323442877286e+18,-7968.0,-2399.0,-2452.0,1
1.644932344338093e+18,-6963.0,-2779.0,-2479.0,1
1.644932344361125e+18,-5685.0,-2635.0,-4489.0,1
1.644932344424009e+18,-5643.0,-2693.0,-4562.0,1
1.6449323444950927e+18,-5518.0,-2491.0,-4621.0,1
1.6449323445429893e+18,-5689.0,-2318.0,-4479.0,1
1.644932344577206e+18,-5857.0,-2111.0,-4277.0,1
1.6449323446605112e+18,-6070.0,-1939.0,-4018.0,1
1.6449323446605112e+18,-6070.0,-1939.0,-4018.0,1
1.6449323447937692e+18,-6335.0,-1750.0,-3671.0,1
1.6449323447937692e+18,-6335.0,-1750.0,-3671.0,1
1.6449323448388347e+18,-6902.0,-1041.0,-3278.0,1
1.6449323448945667e+18,-7427.0,148.0,-3030.0,1
1.6449323449356483e+18,-7823.0,-2985.0,-3270.0,1
1.6449323449906893e+18,-6184.0,-2329.0,-3765.0,1
1.6449323450342495e+18,-6417.0,-2799.0,-2616.0,1
1.6449323450890191e+18,-7697.0,-2893.0,-3585.0,1
1.6449323451396598e+18,-8690.0,-787.0,-2596.0,1
1.6449323451946547e+18,-8089.0,1382.0,-2104.0,1
1.6449323452249948e+18,-7584.0,3790.0,-2640.0,1
1.6449323453120645e+18,-7552.0,4002.0,-2916.0,1
1.6449323453370726e+18,-6682.0,2873.0,-3869.0,1
1.6449323453846292e+18,-10192.0,-886.0,-1633.0,1
1.644932345435789e+18,-7823.0,-2568.0,-1447.0,1
1.6449323454890732e+18,-6696.0,-2843.0,-2908.0,1
1.6449323455353242e+18,-6989.0,-2602.0,-3268.0,1
1.6449323455841303e+18,-7441.0,-2300.0,-2861.0,1
1.644932345634934e+18,-7384.0,-1995.0,-3360.0,1
1.644932345689823e+18,-6155.0,-1949.0,-2953.0,1
1.6449323457352553e+18,-7852.0,-517.0,-2558.0,1
1.6449323457854973e+18,-8253.0,-1134.0,-3299.0,1
1.6449323458464105e+18,-7277.0,569.0,-4945.0,1
1.6449323458898156e+18,-6913.0,2204.0,-1871.0,1
1.6449323459404736e+18,-7011.0,3779.0,-2298.0,1
1.64493234598951e+18,-8060.0,3998.0,-2379.0,1
1.6449323460389292e+18,-8267.0,718.0,-2056.0,1
1.6449323460970831e+18,-9593.0,-544.0,-1250.0,1
1.6449323461369293e+18,-6099.0,-2274.0,-3539.0,1
1.6449323461852183e+18,-6124.0,-3638.0,-5082.0,1
1.6449323462403658e+18,-7174.0,-2200.0,-4889.0,1
1.6449323462897754e+18,-5522.0,-2605.0,-4697.0,1
1.644932346346072e+18,-4417.0,-2662.0,-3606.0,1
1.6449323463922043e+18,-4191.0,-2809.0,-4066.0,1
1.6449323464403016e+18,-3980.0,-3464.0,-5900.0,1
1.644932346481325e+18,-4070.0,-3415.0,-7089.0,1
1.6449323465398444e+18,-4886.0,-2913.0,-6315.0,1
1.6449323465885652e+18,-8351.0,547.0,-3097.0,1
1.644932346640226e+18,-8546.0,1657.0,-1415.0,1
1.6449323466865505e+18,-5744.0,2098.0,-408.0,1
1.6449323467397002e+18,-8124.0,4354.0,276.0,1
1.6449323467885443e+18,-9191.0,6038.0,416.0,1
1.6449323468389315e+18,-6841.0,2943.0,943.0,1
1.6449323468924884e+18,-4819.0,-4218.0,-4095.0,1
1.6449323469454764e+18,-4938.0,-4355.0,-4281.0,1
1.6449323469845806e+18,-1081.0,-5835.0,-5840.0,1
1.6449323470403597e+18,-3913.0,-5711.0,-6395.0,1
1.644932347087455e+18,-4491.0,-6117.0,-6141.0,1
1.6449323471415864e+18,-6233.0,-5453.0,-5822.0,1
1.6449323471876001e+18,-5834.0,-5140.0,-5552.0,1
1.6449323472407176e+18,-5755.0,-2491.0,-5140.0,1
1.644932347290135e+18,-4568.0,-1988.0,-4050.0,1
1.644932347342591e+18,-6073.0,1316.0,-3933.0,1
1.6449323473882424e+18,-5870.0,3930.0,-1860.0,1
1.6449323474409833e+18,-6975.0,4566.0,-2163.0,1
1.6449323474913587e+18,-6451.0,4195.0,-2891.0,1
1.6449323475377974e+18,-5930.0,4646.0,-2956.0,1
1.6449323475929953e+18,-6811.0,5152.0,-2876.0,1
1.6449323476383777e+18,-7700.0,3722.0,-2634.0,1
1.644932347692978e+18,-6711.0,2211.0,-2881.0,1
1.6449323477386883e+18,-7304.0,888.0,-1986.0,1
1.6449323477930337e+18,-8154.0,189.0,-1846.0,1
1.6449323478437353e+18,-6813.0,462.0,-3406.0,1
