timestamp,a_right_backPose,b_right_backPose,c_right_backPose, PICKUP_RIGHT
1.6461508367547008e+18,-1787.0,7122.0,-4295.0,1
1.6461508368018132e+18,-2046.0,5772.0,-4459.0,1
1.6461508368546721e+18,-2293.0,4461.0,-6058.0,1
1.6461508369059407e+18,-781.0,2729.0,-8069.0,1
1.6461508369562286e+18,-3273.0,5543.0,-6633.0,1
1.6461508370066688e+18,-3711.0,4711.0,-6441.0,1
1.6461508370563123e+18,-4147.0,7243.0,-5706.0,1
1.6461508371082235e+18,-2032.0,3542.0,-6184.0,1
1.6461508371568975e+18,-2167.0,5187.0,-2317.0,1
1.6461508372171338e+18,-3202.0,6179.0,-1160.0,1
1.6461508372570074e+18,-7195.0,7502.0,369.0,1
1.646150837309874e+18,-6601.0,8344.0,-96.0,1
1.6461508373560087e+18,-4512.0,5784.0,-912.0,1
1.6461508374069699e+18,-4625.0,5525.0,-1192.0,1
1.6461508374567667e+18,-7067.0,4938.0,904.0,1
1.6461508375082286e+18,-8682.0,3918.0,3646.0,1
1.6461508375567363e+18,-8882.0,2258.0,4282.0,1
1.6461508376096883e+18,-8069.0,972.0,3392.0,1
1.646150837654255e+18,-6454.0,489.0,4051.0,1
1.646150837710333e+18,-6521.0,1129.0,3580.0,1
1.646150837760573e+18,-5903.0,-455.0,3872.0,1
1.6461508378068864e+18,-5133.0,-519.0,4679.0,1
