timestamp,a_right_backPose,b_right_backPose,c_right_backPose, BOLT_RIGHT
1.6461505083444892e+18,1080.0,-2038.0,-6176.0,1
1.6461505083954642e+18,3912.0,-3245.0,-7159.0,1
1.6461505084462802e+18,3181.0,-1700.0,-8374.0,1
1.646150508488435e+18,4467.0,-3147.0,-7634.0,1
1.6461505085470866e+18,4864.0,-2719.0,-6424.0,1
1.6461505085911304e+18,5571.0,-2123.0,-4183.0,1
1.6461505086469696e+18,4769.0,-1470.0,-6419.0,1
1.646150508695786e+18,5261.0,-1811.0,-5911.0,1
1.6461505087640412e+18,6613.0,-1321.0,-5176.0,1
1.6461505087640412e+18,6613.0,-1321.0,-5176.0,1
1.6461505088655224e+18,6942.0,-1260.0,-4914.0,1
1.6461505089097162e+18,7318.0,-1238.0,-4716.0,1
1.6461505089604618e+18,7725.0,-1208.0,-4510.0,1
1.6461505089910548e+18,9150.0,-50.0,-3971.0,1
1.646150509043645e+18,-1302.0,1261.0,-7623.0,1
1.646150509093682e+18,1727.0,1540.0,-8548.0,1
1.6461505091439462e+18,736.0,2575.0,-9291.0,1
1.6461505091961242e+18,-2138.0,786.0,-8628.0,1
1.6461505092464676e+18,-1392.0,-582.0,-8150.0,1
1.646150509293877e+18,1176.0,-2965.0,-7612.0,1
1.64615050934783e+18,4176.0,-4201.0,-7313.0,1
1.6461505093920015e+18,4617.0,-3688.0,-6194.0,1
1.6461505094512353e+18,809.0,-2664.0,-7083.0,1
1.6461505094939889e+18,1350.0,-1823.0,-7073.0,1
1.6461505095439455e+18,2106.0,-4544.0,-6766.0,1
1.6461505096007767e+18,3095.0,-2067.0,-8520.0,1
1.646150509645841e+18,5171.0,-2794.0,-6375.0,1
1.646150509693686e+18,3674.0,1698.0,-7318.0,1
1.6461505097462323e+18,2873.0,-587.0,-8309.0,1
1.6461505097767053e+18,571.0,-269.0,-7883.0,1
1.646150509840274e+18,286.0,-273.0,-7817.0,1
1.6461505098863672e+18,37.0,-248.0,-7765.0,1
1.646150509945063e+18,1719.0,-755.0,-8284.0,1
1.6461505099971064e+18,1007.0,-733.0,-8820.0,1
1.6461505100476774e+18,-230.0,-850.0,-7226.0,1
1.6461505100999178e+18,-982.0,-606.0,-7715.0,1
1.646150510143532e+18,-211.0,-277.0,-8214.0,1
1.6461505101982876e+18,-1933.0,130.0,-7029.0,1
1.646150510244177e+18,-3101.0,2979.0,-6738.0,1
1.6461505102968538e+18,-3177.0,3369.0,-5917.0,1
1.6461505103466499e+18,-5049.0,5739.0,-5237.0,1
