timestamp,a_right_backPose,b_right_backPose,c_right_backPose, DELIVERY_RIGHT
1.646150828094353e+18,499.0,-830.0,-8808.0,1
1.6461508281467932e+18,1514.0,-1192.0,-7989.0,1
1.6461508281951306e+18,2028.0,-1535.0,-7188.0,1
1.6461508282429486e+18,2043.0,-2162.0,-7328.0,1
1.6461508282933486e+18,2532.0,-2270.0,-7166.0,1
1.646150828353154e+18,2034.0,-2063.0,-7229.0,1
1.646150828396543e+18,302.0,-1757.0,-8253.0,1
1.6461508284335588e+18,288.0,-1764.0,-8139.0,1
1.646150828497567e+18,355.0,-1820.0,-7961.0,1
1.6461508285526484e+18,260.0,-1742.0,-7839.0,1
1.646150828596478e+18,111.0,-1793.0,-7906.0,1
1.6461508286436756e+18,-731.0,-887.0,-7767.0,1
1.64615082868243e+18,-1291.0,-650.0,-7644.0,1
1.6461508287220541e+18,-1510.0,-520.0,-7589.0,1
1.646150828804e+18,-1664.0,-413.0,-7527.0,1
1.6461508288288522e+18,-1814.0,-301.0,-7487.0,1
1.6461508288872215e+18,-1984.0,-182.0,-7476.0,1
1.646150828951326e+18,-2105.0,-38.0,-7496.0,1
1.64615082900035e+18,-2130.0,102.0,-7524.0,1
1.6461508290382428e+18,-2095.0,303.0,-7603.0,1
1.6461508290805921e+18,-2196.0,523.0,-7672.0,1
1.6461508291650038e+18,-2287.0,633.0,-7725.0,1
1.6461508292116575e+18,-2304.0,734.0,-7750.0,1
1.6461508292434565e+18,-2233.0,798.0,-7772.0,1
1.6461508293232323e+18,-2120.0,858.0,-7771.0,1
1.646150829352585e+18,-2032.0,1349.0,-8009.0,1
1.6461508293969083e+18,-1219.0,-6519.0,-3780.0,1
1.646150829447861e+18,1350.0,-7044.0,-4652.0,1
1.646150829497215e+18,2274.0,-6424.0,-8403.0,1
1.6461508295467748e+18,1572.0,-6288.0,-9489.0,1
1.646150829596177e+18,-906.0,-7908.0,-5393.0,1
1.6461508296475763e+18,-665.0,-4161.0,-4043.0,1
1.6461508296958339e+18,-286.0,-876.0,-7672.0,1
1.6461508297467958e+18,-384.0,-994.0,-8713.0,1
1.6461508297952292e+18,1171.0,-1709.0,-8418.0,1
1.6461508298459415e+18,972.0,-1318.0,-7592.0,1
1.6461508298959982e+18,1438.0,-1954.0,-7400.0,1
1.6461508299457585e+18,2676.0,-2045.0,-7810.0,1
1.646150829993871e+18,2135.0,-2023.0,-8143.0,1
1.6461508300505014e+18,1796.0,-532.0,-8250.0,1
1.6461508300882127e+18,1266.0,264.0,-8061.0,1
1.6461508301481938e+18,1149.0,369.0,-7940.0,1
1.646150830209465e+18,939.0,504.0,-7933.0,1
1.6461508302447772e+18,483.0,942.0,-8030.0,1
1.6461508302714138e+18,280.0,1056.0,-8171.0,1
1.6461508303562767e+18,196.0,1128.0,-8176.0,1
1.6461508303931758e+18,-262.0,1207.0,-8077.0,1
1.64615083044539e+18,-2317.0,-4037.0,-5884.0,1
1.646150830502395e+18,1789.0,-4476.0,-7313.0,1
1.6461508305456115e+18,1780.0,-4188.0,-8952.0,1
1.6461508306008696e+18,1773.0,-3376.0,-9438.0,1
1.6461508306481992e+18,1354.0,-3444.0,-9333.0,1
1.646150830701407e+18,82.0,-3260.0,-8940.0,1
1.6461508307472243e+18,-186.0,-5466.0,-6143.0,1
1.6461508308002102e+18,-361.0,-5977.0,-4818.0,1
1.6461508308496333e+18,-1665.0,-3226.0,-5269.0,1
1.646150830899363e+18,-1541.0,-1885.0,-6259.0,1
1.6461508309483185e+18,-1527.0,-863.0,-7992.0,1
1.646150830998936e+18,-401.0,-731.0,-9552.0,1
1.646150831046734e+18,948.0,-1561.0,-9013.0,1
1.646150831102548e+18,1101.0,-2091.0,-8133.0,1
1.6461508311462792e+18,904.0,-2566.0,-7410.0,1
1.6461508311993042e+18,717.0,-2573.0,-7878.0,1
1.6461508312491528e+18,996.0,-1505.0,-8476.0,1
1.646150831299238e+18,-305.0,289.0,-8627.0,1
1.6461508313465884e+18,51.0,1119.0,-8186.0,1
1.6461508313995308e+18,643.0,848.0,-7736.0,1
1.6461508314477087e+18,961.0,1201.0,-7891.0,1
1.6461508314985436e+18,766.0,1339.0,-7719.0,1
1.646150831550652e+18,503.0,1547.0,-8213.0,1
1.646150831593463e+18,-423.0,1388.0,-8238.0,1
1.6461508316617836e+18,-399.0,1378.0,-8329.0,1
1.6461508316844698e+18,-350.0,1378.0,-8399.0,1
1.64615083174637e+18,-540.0,1311.0,-8543.0,1
1.6461508318004206e+18,-2078.0,-2672.0,-6181.0,1
1.646150831848141e+18,-939.0,-3496.0,-6385.0,1
1.6461508319027643e+18,-666.0,-3324.0,-7277.0,1
1.646150831947755e+18,198.0,-2442.0,-7973.0,1
1.6461508320028792e+18,-118.0,-1732.0,-8969.0,1
1.6461508320475996e+18,-169.0,-2243.0,-8343.0,1
1.646150832096347e+18,594.0,-2646.0,-7958.0,1
1.646150832152664e+18,256.0,-2687.0,-7378.0,1
1.6461508322014484e+18,3.0,-2576.0,-8196.0,1
1.6461508322519962e+18,-19.0,-2687.0,-8348.0,1
1.6461508322979679e+18,646.0,-3261.0,-7980.0,1
1.6461508323528474e+18,1283.0,-3590.0,-7695.0,1
1.6461508323974858e+18,1371.0,-3381.0,-7278.0,1
1.6461508324559657e+18,2219.0,-3298.0,-7704.0,1
1.6461508325021714e+18,2000.0,-2737.0,-8025.0,1
