timestamp,a_right_backPose,b_right_backPose,c_right_backPose, DELIVERY_BIMANUAL
1.6461501887932754e+18,-4913.0,5692.0,-3077.0,1
1.6461501888454083e+18,-5256.0,5714.0,-3541.0,1
1.6461501889014792e+18,-4942.0,5575.0,-3272.0,1
1.6461501889439427e+18,-4906.0,5770.0,-3287.0,1
1.646150188995441e+18,-4699.0,5975.0,-3164.0,1
1.6461501890440366e+18,-4889.0,5896.0,-3432.0,1
1.6461501890933942e+18,-5058.0,5894.0,-3445.0,1
1.6461501891430177e+18,-4482.0,5563.0,-2966.0,1
1.646150189196394e+18,-3895.0,5371.0,-3018.0,1
1.6461501892465708e+18,-5371.0,6741.0,-3183.0,1
1.6461501892936118e+18,-5188.0,6282.0,-3802.0,1
1.646150189347651e+18,-5196.0,6505.0,-3474.0,1
1.6461501893915425e+18,-3859.0,5517.0,-3168.0,1
1.646150189447213e+18,-3891.0,6214.0,-3576.0,1
1.6461501894953912e+18,-2902.0,5783.0,-3531.0,1
1.6461501895428017e+18,-3081.0,6438.0,-3850.0,1
1.646150189594478e+18,-3163.0,5978.0,-4104.0,1
1.646150189644156e+18,-3449.0,5976.0,-4630.0,1
1.646150189697725e+18,-4071.0,5765.0,-4573.0,1
1.6461501897442568e+18,-4995.0,5556.0,-5049.0,1
1.646150189794217e+18,-3307.0,3877.0,-5477.0,1
1.6461501898487557e+18,-6967.0,4927.0,-7016.0,1
1.6461501898949489e+18,-3328.0,2567.0,-7089.0,1
1.6461501899508905e+18,-2748.0,2581.0,-7141.0,1
1.6461501899958019e+18,-1021.0,1514.0,-7443.0,1
1.6461501900448425e+18,-602.0,1257.0,-7595.0,1
1.6461501900934694e+18,-122.0,1010.0,-7739.0,1
1.6461501901429358e+18,-437.0,969.0,-8414.0,1
1.6461501901949985e+18,-480.0,848.0,-8608.0,1
1.646150190244477e+18,-367.0,1783.0,-8460.0,1
1.6461501902932316e+18,-994.0,2259.0,-9027.0,1
1.6461501903459052e+18,-2661.0,4223.0,-12798.0,1
1.6461501903959688e+18,-3570.0,2602.0,-15459.0,1
1.6461501904468086e+18,-5667.0,1263.0,-15944.0,1
1.64615019050522e+18,-5803.0,826.0,-15652.0,1
1.6461501905468367e+18,-5065.0,739.0,-10510.0,1
1.6461501905943875e+18,116.0,-766.0,-1622.0,1
1.646150190645841e+18,262.0,-2040.0,1371.0,1
1.6461501906951002e+18,1499.0,-1009.0,-2027.0,1
1.646150190749594e+18,568.0,-2623.0,-3616.0,1
1.6461501907912755e+18,1189.0,-2281.0,-6128.0,1
1.646150190848385e+18,3679.0,-2463.0,-6898.0,1
1.6461501908979203e+18,2253.0,-4897.0,-5328.0,1
1.646150190946051e+18,1377.0,-3318.0,-6624.0,1
1.6461501909993718e+18,1078.0,-4294.0,-7242.0,1
