timestamp,a_right_backPose,b_right_backPose,c_right_backPose, ASSEMBLY1_BIMANUAL
1.6461501962554276e+18,-6396.0,4143.0,-249.0,1
1.6461501963000013e+18,-5551.0,4497.0,-142.0,1
1.6461501963534845e+18,-5207.0,4605.0,-28.0,1
1.6461501964009114e+18,-5293.0,3703.0,-727.0,1
1.6461501964549617e+18,-6610.0,4713.0,-474.0,1
1.6461501965066074e+18,-8031.0,5077.0,135.0,1
1.646150196553839e+18,-7036.0,4721.0,229.0,1
1.646150196600668e+18,-7002.0,4760.0,74.0,1
1.6461501966565599e+18,-7557.0,4649.0,-43.0,1
1.6461501967016366e+18,-7439.0,4877.0,-23.0,1
1.6461501967540173e+18,-6321.0,4908.0,92.0,1
1.6461501968006226e+18,-6808.0,4842.0,382.0,1
1.6461501968523095e+18,-6300.0,4682.0,329.0,1
1.6461501969023816e+18,-7414.0,4566.0,196.0,1
1.6461501969511311e+18,-7999.0,3856.0,29.0,1
1.646150197002781e+18,-9602.0,4216.0,-291.0,1
1.6461501970550753e+18,-9189.0,3937.0,-364.0,1
1.6461501971046088e+18,-7563.0,3663.0,37.0,1
1.646150197153422e+18,-5833.0,4177.0,466.0,1
1.6461501972012716e+18,-4439.0,5340.0,1454.0,1
1.6461501972508477e+18,-4336.0,6045.0,1663.0,1
1.646150197308434e+18,-5201.0,6435.0,1860.0,1
1.6461501973544353e+18,-4525.0,5071.0,2424.0,1
1.6461501974056952e+18,-6171.0,4304.0,1874.0,1
1.646150197456413e+18,-8142.0,4729.0,3029.0,1
1.6461501975029578e+18,-8227.0,3116.0,1447.0,1
1.6461501975495142e+18,-9384.0,3036.0,-1274.0,1
1.646150197605983e+18,-9168.0,1677.0,-2859.0,1
1.646150197651425e+18,-9004.0,1391.0,-3880.0,1
1.646150197704639e+18,-7326.0,723.0,-4763.0,1
1.6461501977555973e+18,-7238.0,169.0,-5167.0,1
1.6461501978060692e+18,-7292.0,-641.0,-4793.0,1
1.6461501978521623e+18,-7510.0,-1219.0,-4068.0,1
1.646150197905306e+18,-7467.0,-1790.0,-3482.0,1
1.6461501979523878e+18,-7299.0,-1823.0,-3189.0,1
1.6461501980064428e+18,-6744.0,-2157.0,-3121.0,1
1.6461501980549274e+18,-6696.0,-2242.0,-3280.0,1
1.646150198107269e+18,-6874.0,-2531.0,-3263.0,1
1.646150198157107e+18,-6933.0,-2721.0,-3396.0,1
1.6461501982050286e+18,-6625.0,-2389.0,-3546.0,1
1.6461501982532582e+18,-6702.0,-2496.0,-3684.0,1
1.6461501983061921e+18,-6771.0,-2142.0,-3860.0,1
1.64615019834963e+18,-7012.0,-2288.0,-3830.0,1
1.646150198405601e+18,-7013.0,-1984.0,-4037.0,1
1.6461501984546015e+18,-7290.0,-2108.0,-3844.0,1
1.6461501985067197e+18,-6682.0,-1851.0,-3995.0,1
1.6461501985516733e+18,-7403.0,-2111.0,-3775.0,1
1.6461501986089052e+18,-6984.0,-1766.0,-4289.0,1
1.6461501986556275e+18,-7567.0,-1222.0,-4510.0,1
1.6461501987062129e+18,-7131.0,-862.0,-4634.0,1
1.646150198756629e+18,-7286.0,-636.0,-4039.0,1
1.646150198807762e+18,-8118.0,-1213.0,-3245.0,1
1.646150198852255e+18,-6818.0,-602.0,-3227.0,1
1.646150198901804e+18,-6599.0,-326.0,-3583.0,1
1.64615019895895e+18,-8297.0,18.0,-3300.0,1
1.6461501990059558e+18,-8041.0,-322.0,-3357.0,1
1.6461501990585997e+18,-7215.0,315.0,-3880.0,1
1.6461501991068754e+18,-7848.0,273.0,-3349.0,1
