timestamp,a_right_backPose,b_right_backPose,c_right_backPose, SCREW_RIGHT
1.6461509199129162e+18,2401.0,2211.0,-7106.0,1
1.6461509199591616e+18,1038.0,2995.0,-6845.0,1
1.6461509200149727e+18,-1079.0,4703.0,-7304.0,1
1.646150920058626e+18,-1252.0,5939.0,-6777.0,1
1.6461509201096474e+18,-758.0,6513.0,-5264.0,1
1.6461509201628055e+18,-1707.0,7530.0,-5149.0,1
1.646150920211098e+18,-270.0,6024.0,-5502.0,1
1.6461509202577231e+18,223.0,5177.0,-6104.0,1
1.64615092031239e+18,2028.0,3052.0,-7327.0,1
1.646150920358082e+18,2494.0,980.0,-6298.0,1
1.6461509204094615e+18,1686.0,2475.0,-7540.0,1
1.6461509204576817e+18,4692.0,344.0,-7823.0,1
1.6461509205103788e+18,4506.0,1909.0,-5818.0,1
1.64615092055751e+18,-14.0,4927.0,-5805.0,1
1.646150920612754e+18,-1459.0,6849.0,-4561.0,1
1.6461509206584095e+18,-4278.0,7697.0,-5102.0,1
1.646150920710404e+18,-3732.0,6868.0,-5489.0,1
1.6461509207580726e+18,-1463.0,6523.0,-5018.0,1
1.6461509208096113e+18,-2706.0,8915.0,-3703.0,1
1.6461509208578066e+18,-2636.0,7788.0,-2737.0,1
1.6461509209102162e+18,3231.0,3914.0,-3599.0,1
1.646150920959799e+18,4422.0,2985.0,-6916.0,1
1.646150921013332e+18,7546.0,-1387.0,-5014.0,1
1.6461509210569536e+18,6295.0,1690.0,-3743.0,1
1.6461509211086492e+18,2877.0,5674.0,-5075.0,1
1.6461509211576338e+18,-2507.0,7175.0,-4510.0,1
1.6461509212100436e+18,-3837.0,8052.0,-3400.0,1
1.64615092125764e+18,-3199.0,8588.0,-1367.0,1
1.6461509213143974e+18,-2974.0,9542.0,-1348.0,1
1.6461509213586934e+18,-4007.0,9457.0,-845.0,1
1.6461509214096763e+18,-2436.0,9108.0,-1115.0,1
1.64615092146229e+18,1277.0,4632.0,-2708.0,1
1.6461509215114045e+18,4476.0,881.0,-3987.0,1
1.6461509215638812e+18,3853.0,205.0,-5264.0,1
1.646150921613147e+18,9714.0,-1139.0,-8291.0,1
1.646150921651906e+18,9110.0,994.0,-5254.0,1
1.646150921714532e+18,7895.0,2043.0,-4510.0,1
1.6461509217628739e+18,-3346.0,11447.0,572.0,1
1.646150921813063e+18,-3024.0,9884.0,-1333.0,1
1.6461509218632696e+18,-2633.0,8661.0,-1885.0,1
1.6461509219099628e+18,-2831.0,8822.0,-1734.0,1
1.646150921962138e+18,-3079.0,9137.0,-2357.0,1
1.646150922013213e+18,-1891.0,7890.0,-1442.0,1
1.6461509220638203e+18,1715.0,6075.0,-4404.0,1
1.646150922108492e+18,5975.0,-57.0,-4512.0,1
1.6461509221639557e+18,5856.0,232.0,-5515.0,1
1.6461509222075878e+18,8315.0,84.0,-7811.0,1
1.6461509222639652e+18,9017.0,736.0,-4964.0,1
1.6461509223118528e+18,8113.0,2853.0,-672.0,1
1.6461509223640422e+18,-5129.0,12807.0,1631.0,1
1.64615092241397e+18,-5177.0,13246.0,-1422.0,1
1.6461509224638267e+18,-1527.0,8163.0,-4440.0,1
1.6461509225143585e+18,57.0,6315.0,-3301.0,1
1.646150922562633e+18,-3312.0,8744.0,-2974.0,1
1.64615092261305e+18,-4099.0,8933.0,-2065.0,1
1.6461509226632607e+18,-1700.0,6984.0,-2720.0,1
1.646150922710348e+18,2071.0,4730.0,-4630.0,1
1.646150922764453e+18,6563.0,1153.0,-3813.0,1
1.6461509228130317e+18,6816.0,309.0,-5465.0,1
1.6461509228640952e+18,9174.0,2508.0,-5742.0,1
1.6461509229144023e+18,6332.0,4449.0,-2728.0,1
1.6461509229654566e+18,-2927.0,10204.0,-1189.0,1
1.6461509230142746e+18,-2945.0,9173.0,-39.0,1
1.646150923061234e+18,-4475.0,9531.0,-642.0,1
1.6461509231141412e+18,-4240.0,9575.0,-682.0,1
1.6461509231610632e+18,-2270.0,8463.0,-580.0,1
1.646150923213086e+18,-2468.0,7612.0,-3290.0,1
1.6461509232616965e+18,512.0,6644.0,-1766.0,1
1.6461509233152492e+18,4221.0,3630.0,-5006.0,1
1.6461509233618872e+18,4939.0,-666.0,-5273.0,1
1.646150923418495e+18,11115.0,-94.0,-5897.0,1
1.6461509234686303e+18,10131.0,3353.0,-837.0,1
1.6461509235148713e+18,288.0,10513.0,2686.0,1
1.646150923566254e+18,-3217.0,11136.0,1512.0,1
1.6461509236150592e+18,-4901.0,9740.0,418.0,1
1.6461509236624742e+18,-2471.0,8550.0,-1509.0,1
1.6461509237141824e+18,-3092.0,8847.0,-1808.0,1
1.6461509237622292e+18,-3800.0,10293.0,-1997.0,1
1.6461509238162235e+18,-269.0,7432.0,183.0,1
1.6461509238601044e+18,5344.0,3426.0,-1477.0,1
1.6461509239148974e+18,7092.0,-107.0,-4771.0,1
1.6461509239604296e+18,7916.0,324.0,-6479.0,1
1.6461509240154186e+18,5619.0,2478.0,-5911.0,1
