timestamp,a_left_wristPose,b_left_wristPose,c_left_wristPose, PICKUP_LEFT
1.6455431049936366e+18,-923.0,-5742.0,7271.0,1
1.6455431050441106e+18,-997.0,-5670.0,5452.0,1
1.6455431050955907e+18,-4149.0,-4557.0,4094.0,1
1.645543105141777e+18,-6612.0,-5423.0,3431.0,1
1.6455431051946609e+18,-7828.0,-4650.0,2760.0,1
1.6455431052424612e+18,-7503.0,-4027.0,3286.0,1
1.6455431052963167e+18,-6424.0,-5666.0,4032.0,1
1.6455431053456317e+18,-6160.0,-3847.0,3814.0,1
1.64554310539579e+18,-6153.0,-5192.0,4927.0,1
1.645543105445463e+18,-6082.0,-4108.0,5285.0,1
1.6455431054962534e+18,-5801.0,-4882.0,4472.0,1
1.645543105543756e+18,-5824.0,-4672.0,4656.0,1
1.6455431055986706e+18,-5731.0,-4388.0,4493.0,1
1.645543105652686e+18,-5939.0,-4382.0,4555.0,1
1.645543105693745e+18,-5735.0,-4860.0,3746.0,1
1.645543105751127e+18,-5552.0,-4666.0,3658.0,1
1.6455431057944676e+18,-5609.0,-5260.0,3509.0,1
1.6455431058506624e+18,-5599.0,-5725.0,3994.0,1
1.64554310589386e+18,-5709.0,-4910.0,3813.0,1
1.6455431059506642e+18,-5976.0,-4591.0,3618.0,1
1.6455431059949268e+18,-6554.0,-5759.0,4315.0,1
1.645543106050007e+18,-6653.0,-6238.0,4005.0,1
1.6455431060955681e+18,-6239.0,-5920.0,3599.0,1
1.6455431061420826e+18,-6463.0,-6281.0,3882.0,1
1.6455431061993124e+18,-5505.0,-6386.0,4785.0,1
1.6455431062525204e+18,-4406.0,-7832.0,6367.0,1
1.6455431062890614e+18,-2245.0,-5563.0,6155.0,1
1.6455431063525583e+18,-713.0,-6733.0,6351.0,1
1.6455431063968115e+18,622.0,-5493.0,6140.0,1
1.6455431064465853e+18,1089.0,-3379.0,6352.0,1
1.645543106494993e+18,2134.0,-2203.0,5670.0,1
1.6455431065473674e+18,2488.0,-1933.0,6591.0,1
1.645543106593992e+18,3356.0,-2508.0,4384.0,1
1.6455431066490678e+18,2899.0,-3812.0,5749.0,1
1.6455431066986993e+18,3260.0,-4094.0,4666.0,1
1.645543106743767e+18,3102.0,-5132.0,5576.0,1
1.6455431067962506e+18,3274.0,-6346.0,5050.0,1
1.645543106848075e+18,3316.0,-6237.0,4655.0,1
1.6455431068956716e+18,3351.0,-6587.0,4610.0,1
1.645543106950059e+18,3332.0,-6317.0,4563.0,1
1.6455431070946156e+18,3748.0,-5705.0,4291.0,1
1.6455431071491082e+18,4052.0,-5754.0,4335.0,1
1.6455431071982564e+18,3778.0,-5830.0,4816.0,1
1.6455431072502628e+18,3717.0,-5100.0,5045.0,1
1.6455431072981747e+18,3590.0,-4665.0,5571.0,1
1.6455431073471475e+18,3436.0,-4326.0,6052.0,1
1.645543107399056e+18,3455.0,-4436.0,6276.0,1
1.6455431074468736e+18,3379.0,-4151.0,6372.0,1
1.645543107498257e+18,3121.0,-3308.0,6924.0,1
1.6455431075470574e+18,3281.0,-4098.0,6212.0,1
1.6455431075996872e+18,3090.0,-2989.0,5993.0,1
1.6455431076480694e+18,3013.0,-4365.0,6604.0,1
1.645543107700994e+18,3211.0,-3913.0,6363.0,1
1.6455431077476928e+18,2751.0,-2803.0,6053.0,1
1.645543107798705e+18,2777.0,-3509.0,6976.0,1
1.6455431078465551e+18,2591.0,-3899.0,7234.0,1
1.6455431079028247e+18,2427.0,-4514.0,6639.0,1
1.6455431079469489e+18,1712.0,-3443.0,7229.0,1
1.6455431080002916e+18,1602.0,-4196.0,8138.0,1
1.6455431080483581e+18,2149.0,-5508.0,6929.0,1
1.645543108100629e+18,1477.0,-2831.0,7452.0,1
1.6455431081491738e+18,1515.0,-5200.0,7201.0,1
1.6455431081994278e+18,936.0,-4131.0,7439.0,1
1.6455431082528748e+18,1159.0,-5007.0,7342.0,1
1.6455431082965517e+18,1542.0,-4477.0,6997.0,1
1.6455431083467584e+18,892.0,-2747.0,7748.0,1
1.6455431084024904e+18,882.0,-4390.0,7147.0,1
1.6455431084491325e+18,450.0,-4093.0,8141.0,1
1.6455431084993464e+18,584.0,-3544.0,7666.0,1
1.645543108547365e+18,604.0,-3735.0,6972.0,1
1.6455431085999296e+18,516.0,-4116.0,7811.0,1
1.6455431086507796e+18,151.0,-4188.0,7500.0,1
1.64554310870229e+18,207.0,-4349.0,7740.0,1
1.6455431087485215e+18,173.0,-4264.0,7433.0,1
1.645543108792589e+18,10.0,-4132.0,7233.0,1
1.6455431088543084e+18,110.0,-4288.0,7169.0,1
1.6455431089069903e+18,202.0,-4292.0,7582.0,1
1.6455431089543053e+18,-211.0,-3895.0,6890.0,1
1.6455431089701706e+18,-94.0,-4134.0,6935.0,1
1.6455431090535736e+18,15.0,-4324.0,7072.0,1
1.6455431090961533e+18,-98.0,-4254.0,7521.0,1
1.6455431091644275e+18,23.0,-4008.0,7533.0,1
1.6455431091644275e+18,23.0,-4008.0,7533.0,1
1.6455431092591068e+18,85.0,-3992.0,7455.0,1
1.645543109278716e+18,120.0,-4471.0,6859.0,1
1.6455431093429417e+18,77.0,-4685.0,6849.0,1
1.6455431094012756e+18,-19.0,-4998.0,7021.0,1
1.6455431094480763e+18,-2038.0,-1156.0,5653.0,1
1.645543109500243e+18,-3165.0,-1032.0,7175.0,1
1.6455431095573852e+18,-3347.0,-1998.0,8087.0,1
1.6455431096015578e+18,-3912.0,-2697.0,9111.0,1
1.6455431096517455e+18,-3972.0,-2564.0,8525.0,1
1.645543109699952e+18,-4463.0,-1800.0,7931.0,1
1.6455431097517028e+18,-5354.0,-1975.0,7968.0,1
1.6455431097999964e+18,-5352.0,-2038.0,7297.0,1
1.6455431098511764e+18,-5247.0,-1321.0,6756.0,1
1.6455431098995525e+18,-5788.0,-1182.0,6922.0,1
1.6455431099524708e+18,-6165.0,-802.0,7738.0,1
1.645543110000519e+18,-6769.0,-1297.0,8896.0,1
1.6455431100514386e+18,-7390.0,-1599.0,10172.0,1
1.645543110099375e+18,-6194.0,-897.0,10292.0,1
1.6455431101524728e+18,-4147.0,-425.0,8817.0,1
