timestamp,a_left_wristPose,b_left_wristPose,c_left_wristPose, PICKUP_RIGHT
1.645543170168631e+18,-4654.0,-3878.0,5939.0,1
1.6455431702304586e+18,-4616.0,-3939.0,5987.0,1
1.645543170232787e+18,-4618.0,-3938.0,5995.0,1
1.645543170331467e+18,-4618.0,-3944.0,6005.0,1
1.6455431703819986e+18,-4618.0,-3952.0,5997.0,1
1.6455431704325993e+18,-4590.0,-3924.0,5976.0,1
1.6455431704614403e+18,-4591.0,-3925.0,5967.0,1
1.6455431705274865e+18,-4612.0,-3951.0,5972.0,1
1.6455431705768988e+18,-4743.0,-4000.0,6202.0,1
1.645543170631206e+18,-4580.0,-3846.0,5725.0,1
1.645543170672714e+18,-4676.0,-3869.0,5973.0,1
1.6455431707257682e+18,-4620.0,-3846.0,6158.0,1
1.6455431707814195e+18,-4564.0,-4006.0,6007.0,1
1.6455431708294188e+18,-4648.0,-4027.0,7045.0,1
1.645543170882229e+18,-3313.0,-5310.0,6778.0,1
1.645543170931666e+18,-2741.0,-4633.0,7231.0,1
1.6455431709807347e+18,-3079.0,-5027.0,7551.0,1
1.645543171028498e+18,-3550.0,-4168.0,7066.0,1
1.6455431710821028e+18,-3394.0,-3894.0,6133.0,1
1.6455431711261115e+18,-3122.0,-3401.0,5707.0,1
1.6455431711801907e+18,-3201.0,-3410.0,5520.0,1
1.6455431712253097e+18,-3760.0,-3280.0,6130.0,1
1.6455431712818678e+18,-4507.0,-3398.0,6397.0,1
1.6455431713294052e+18,-4696.0,-2791.0,6210.0,1
1.6455431713789158e+18,-5189.0,-2165.0,6435.0,1
1.6455431714282058e+18,-5147.0,-2256.0,6492.0,1
1.6455431714758717e+18,-5517.0,-1699.0,6702.0,1
1.6455431715287485e+18,-5358.0,-1822.0,6814.0,1
1.6455431715856184e+18,-5257.0,-1771.0,6408.0,1
1.6455431716308183e+18,-5446.0,-1840.0,6526.0,1
1.64554317167479e+18,-5535.0,-1878.0,6358.0,1
1.6455431717283123e+18,-5458.0,-2041.0,6450.0,1
1.645543171779989e+18,-5077.0,-2131.0,6354.0,1
1.6455431718280515e+18,-5096.0,-1660.0,6735.0,1
1.6455431718790436e+18,-5183.0,-1823.0,7135.0,1
1.6455431719286564e+18,-5269.0,-2018.0,6859.0,1
1.6455431719844739e+18,-5180.0,-1803.0,6868.0,1
1.645543172028055e+18,-5121.0,-1835.0,6356.0,1
1.6455431720818212e+18,-5327.0,-2201.0,6241.0,1
1.6455431721284096e+18,-5595.0,-2023.0,6590.0,1
