timestamp,a_left_wristPose,b_left_wristPose,c_left_wristPose, BOLT_RIGHT
1.6455434622426808e+18,1610.0,-7384.0,3923.0,1
1.6455434622927135e+18,1604.0,-7043.0,3733.0,1
1.645543462344563e+18,1583.0,-7267.0,3738.0,1
1.645543462397137e+18,1525.0,-7183.0,3786.0,1
1.6455434624400192e+18,1588.0,-7541.0,3627.0,1
1.645543462494153e+18,1708.0,-7302.0,3522.0,1
1.645543462542742e+18,1740.0,-7039.0,4720.0,1
1.6455434625882007e+18,3229.0,-7144.0,4627.0,1
1.645543462640358e+18,2756.0,-7267.0,6615.0,1
1.6455434626891377e+18,724.0,-5517.0,3295.0,1
1.6455434627465252e+18,811.0,-6525.0,2868.0,1
1.6455434627895985e+18,2128.0,-7193.0,3846.0,1
1.6455434628439496e+18,2041.0,-7132.0,4290.0,1
1.6455434628948954e+18,2219.0,-6548.0,4187.0,1
1.64554346294455e+18,1874.0,-5290.0,6059.0,1
1.6455434629964244e+18,1935.0,-7403.0,6351.0,1
1.6455434630486625e+18,1416.0,-5759.0,5483.0,1
1.6455434630946035e+18,1664.0,-4089.0,5764.0,1
1.6455434631417405e+18,1945.0,-5858.0,5880.0,1
1.6455434631941384e+18,1681.0,-5845.0,4643.0,1
1.6455434632424146e+18,570.0,-5288.0,4022.0,1
1.645543463290404e+18,1096.0,-5231.0,3020.0,1
1.645543463342205e+18,1451.0,-7249.0,3422.0,1
1.6455434633935724e+18,2490.0,-8126.0,2541.0,1
1.6455434634447741e+18,1699.0,-9756.0,3161.0,1
1.6455434634902856e+18,1529.0,-9878.0,2626.0,1
1.6455434635394698e+18,-75.0,-8370.0,3314.0,1
1.6455434635932623e+18,97.0,-8276.0,2548.0,1
1.645543463646928e+18,205.0,-6740.0,2257.0,1
1.645543463693467e+18,450.0,-7932.0,1605.0,1
1.6455434637459656e+18,488.0,-7785.0,1806.0,1
1.645543463793878e+18,774.0,-7914.0,2090.0,1
1.6455434638474327e+18,994.0,-8219.0,2410.0,1
1.6455434638953628e+18,351.0,-7979.0,2904.0,1
1.6455434639424084e+18,620.0,-8249.0,2466.0,1
1.645543463996137e+18,865.0,-7802.0,2529.0,1
1.6455434640420595e+18,976.0,-7900.0,2089.0,1
1.6455434640927255e+18,703.0,-7717.0,2220.0,1
1.645543464143278e+18,615.0,-7556.0,2172.0,1
1.6455434641961508e+18,732.0,-7916.0,2687.0,1
1.6455434642466616e+18,869.0,-7715.0,2352.0,1
1.645543464295217e+18,479.0,-7507.0,2507.0,1
1.645543464353857e+18,456.0,-8061.0,2504.0,1
1.645543464392677e+18,886.0,-7863.0,2097.0,1
1.645543464445448e+18,613.0,-7279.0,3192.0,1
1.6455434644953403e+18,324.0,-7547.0,3163.0,1
1.6455434645469824e+18,546.0,-7716.0,2705.0,1
1.6455434645943101e+18,773.0,-7548.0,2848.0,1
1.6455434646437202e+18,796.0,-7680.0,2604.0,1
1.6455434646924298e+18,259.0,-7658.0,2712.0,1
1.6455434647462979e+18,390.0,-7638.0,2697.0,1
1.6455434647967688e+18,850.0,-8087.0,2945.0,1
1.645543464845882e+18,651.0,-7571.0,2578.0,1
1.6455434648920364e+18,468.0,-7559.0,3229.0,1
1.6455434649428774e+18,628.0,-7603.0,2771.0,1
1.6455434649962388e+18,540.0,-7589.0,3217.0,1
1.6455434650465756e+18,506.0,-7810.0,3296.0,1
1.6455434650907075e+18,645.0,-7581.0,1930.0,1
1.6455434651465805e+18,479.0,-8189.0,2199.0,1
1.6455434651965693e+18,635.0,-7329.0,2999.0,1
1.6455434652469322e+18,722.0,-8226.0,2967.0,1
1.6455434652987702e+18,636.0,-7797.0,2301.0,1
1.6455434653481802e+18,464.0,-7654.0,2590.0,1
1.6455434654008596e+18,806.0,-7824.0,2397.0,1
1.6455434654470415e+18,417.0,-7703.0,3107.0,1
1.6455434654984433e+18,119.0,-7624.0,3450.0,1
1.6455434655454484e+18,565.0,-8209.0,2158.0,1
1.6455434655973568e+18,679.0,-7276.0,3511.0,1
1.64554346564809e+18,622.0,-7802.0,2471.0,1
1.6455434656987827e+18,-98.0,-7316.0,4031.0,1
1.6455434657461742e+18,293.0,-7496.0,2983.0,1
1.6455434657976202e+18,292.0,-7166.0,3449.0,1
1.645543465845929e+18,702.0,-8399.0,2414.0,1
1.6455434658967875e+18,392.0,-7673.0,3013.0,1
1.645543465945904e+18,207.0,-7507.0,2673.0,1
1.645543465995125e+18,363.0,-7861.0,3342.0,1
1.64554346604734e+18,520.0,-7696.0,3052.0,1
1.6455434661014065e+18,110.0,-7508.0,3609.0,1
1.645543466145897e+18,241.0,-7446.0,3380.0,1
1.645543466196884e+18,199.0,-7645.0,3409.0,1
1.6455434662458872e+18,447.0,-7706.0,2962.0,1
1.6455434662984778e+18,520.0,-7634.0,2355.0,1
1.6455434663490854e+18,535.0,-7695.0,3541.0,1
1.64554346639585e+18,554.0,-7886.0,2753.0,1
1.6455434664454797e+18,409.0,-7498.0,2950.0,1
1.6455434665000138e+18,396.0,-7637.0,2839.0,1
1.6455434665453524e+18,792.0,-7880.0,2817.0,1
1.645543466596257e+18,576.0,-7647.0,2772.0,1
1.6455434666452641e+18,24.0,-7357.0,3601.0,1
1.6455434666973952e+18,48.0,-7289.0,3326.0,1
1.64554346674591e+18,-57.0,-7642.0,3597.0,1
1.6455434668014213e+18,354.0,-7524.0,3118.0,1
1.6455434668496445e+18,311.0,-7575.0,3185.0,1
1.6455434668975447e+18,298.0,-7533.0,2403.0,1
1.64554346695036e+18,321.0,-7582.0,3573.0,1
1.6455434669948603e+18,156.0,-7568.0,2876.0,1
1.6455434670489093e+18,14.0,-7453.0,3480.0,1
1.6455434671021512e+18,665.0,-7904.0,2801.0,1
1.6455434671496323e+18,354.0,-7622.0,3181.0,1
1.6455434671932444e+18,571.0,-7633.0,2687.0,1
1.6455434672517842e+18,331.0,-7664.0,3204.0,1
1.645543467299466e+18,483.0,-7744.0,2973.0,1
1.645543467348512e+18,247.0,-7812.0,3005.0,1
1.645543467400143e+18,156.0,-7462.0,3358.0,1
1.6455434674497905e+18,347.0,-7378.0,3172.0,1
1.6455434675003753e+18,371.0,-7535.0,3398.0,1
1.645543467549884e+18,418.0,-7620.0,3392.0,1
1.645543467600281e+18,287.0,-7752.0,3375.0,1
1.645543467657964e+18,439.0,-7638.0,2860.0,1
1.6455434676989018e+18,364.0,-7795.0,2931.0,1
1.6455434677497236e+18,283.0,-7764.0,3294.0,1
1.645543467797902e+18,284.0,-7224.0,3585.0,1
1.6455434678512061e+18,339.0,-7605.0,3502.0,1
1.6455434678975936e+18,537.0,-7263.0,2932.0,1
1.6455434679518326e+18,310.0,-7588.0,3500.0,1
1.645543467998648e+18,408.0,-7321.0,3351.0,1
1.64554346805053e+18,-45.0,-7494.0,4117.0,1
1.6455434680991877e+18,219.0,-7257.0,3420.0,1
1.645543468149981e+18,198.0,-7612.0,3399.0,1
1.645543468197441e+18,-120.0,-7117.0,3788.0,1
1.6455434682541937e+18,287.0,-7287.0,3992.0,1
1.6455434682989706e+18,481.0,-7669.0,3361.0,1
1.6455434683501071e+18,375.0,-7725.0,3010.0,1
