timestamp,a_left_wristPose,b_left_wristPose,c_left_wristPose, HANDOVER_LEFT
1.6455436058742968e+18,4244.0,-7898.0,-456.0,1
1.6455436059218248e+18,4783.0,-8474.0,-568.0,1
1.6455436059743744e+18,5203.0,-8506.0,22.0,1
1.645543606022479e+18,4396.0,-7922.0,671.0,1
1.645543606068926e+18,3844.0,-7867.0,894.0,1
1.64554360611985e+18,3577.0,-7591.0,1354.0,1
1.6455436061713536e+18,2489.0,-6345.0,2256.0,1
1.6455436062216553e+18,2033.0,-6394.0,2646.0,1
1.6455436062716797e+18,1580.0,-6085.0,2887.0,1
1.6455436063244045e+18,1119.0,-5728.0,4235.0,1
1.645543606373689e+18,908.0,-6162.0,4488.0,1
1.6455436064220966e+18,526.0,-5807.0,5004.0,1
1.6455436064824645e+18,326.0,-5980.0,5325.0,1
1.6455436065178163e+18,176.0,-5576.0,5256.0,1
1.645543606567484e+18,-156.0,-6471.0,6207.0,1
1.6455436066233206e+18,-490.0,-5883.0,5937.0,1
1.6455436066698703e+18,-87.0,-6316.0,5850.0,1
1.6455436067227302e+18,839.0,-6076.0,5553.0,1
1.6455436067749015e+18,1600.0,-6239.0,5379.0,1
1.6455436068227407e+18,1551.0,-6407.0,5596.0,1
1.6455436068717844e+18,1236.0,-6309.0,5868.0,1
1.6455436069268388e+18,1242.0,-6139.0,5637.0,1
1.6455436069737572e+18,1457.0,-6301.0,5297.0,1
1.6455436070269197e+18,1346.0,-6172.0,5490.0,1
1.6455436070702477e+18,1354.0,-6087.0,5661.0,1
1.6455436071264955e+18,1349.0,-5995.0,5420.0,1
1.645543607177574e+18,1250.0,-5956.0,5708.0,1
1.6455436072276024e+18,1141.0,-5965.0,5791.0,1
1.6455436072723694e+18,1140.0,-5752.0,5855.0,1
1.6455436073254582e+18,1267.0,-5963.0,5750.0,1
1.6455436073712056e+18,1064.0,-5771.0,5793.0,1
1.6455436074266952e+18,1210.0,-6152.0,5542.0,1
1.6455436074750674e+18,1117.0,-5620.0,5778.0,1
1.6455436075264814e+18,1154.0,-5629.0,5598.0,1
1.6455436075716165e+18,1102.0,-5951.0,5675.0,1
1.645543607626437e+18,287.0,-6235.0,6200.0,1
1.6455436076762906e+18,-1447.0,-6755.0,6595.0,1
1.6455436077232253e+18,-1628.0,-7647.0,5422.0,1
1.6455436077754898e+18,1055.0,-6993.0,5373.0,1
1.6455436078259072e+18,3085.0,-5950.0,4000.0,1
1.6455436078757192e+18,4657.0,-5064.0,4126.0,1
1.645543607926641e+18,6357.0,-4678.0,4615.0,1
1.6455436079752689e+18,6046.0,-2642.0,4952.0,1
1.6455436080267085e+18,5326.0,-1862.0,4648.0,1
1.6455436080681426e+18,5265.0,-3129.0,5301.0,1
1.6455436081272118e+18,5691.0,-1687.0,4560.0,1
1.6455436081708024e+18,6200.0,-1924.0,3973.0,1
