timestamp,a_right_backPose,b_right_backPose,c_right_backPose, HANDOVER_LEFT
1.645022277943052e+18,-7547.0,3409.0,-545.0,1
1.6450222779891023e+18,-7531.0,3366.0,-554.0,1
1.6450222780427707e+18,-7593.0,3433.0,-599.0,1
1.6450222780933276e+18,-7456.0,3516.0,-607.0,1
1.6450222781429466e+18,-7454.0,3586.0,-580.0,1
1.645022278188674e+18,-7457.0,3594.0,-569.0,1
1.645022278243592e+18,-7518.0,3472.0,-579.0,1
1.6450222782936256e+18,-7548.0,3410.0,-641.0,1
1.6450222783436728e+18,-7545.0,3423.0,-628.0,1
1.64502227839393e+18,-7551.0,3400.0,-621.0,1
1.645022278443053e+18,-7570.0,3361.0,-595.0,1
1.645022278494241e+18,-7540.0,3399.0,-585.0,1
1.6450222785423455e+18,-7549.0,3389.0,-574.0,1
1.6450222785930097e+18,-7578.0,3325.0,-560.0,1
1.645022278643426e+18,-7600.0,3340.0,-556.0,1
1.6450222786934907e+18,-7561.0,3347.0,-551.0,1
1.645022278743445e+18,-7578.0,3326.0,-535.0,1
1.6450222787943017e+18,-7604.0,3343.0,-569.0,1
1.6450222788428308e+18,-7598.0,3356.0,-551.0,1
1.6450222788931822e+18,-7598.0,3303.0,-582.0,1
1.645022278943676e+18,-7599.0,3328.0,-558.0,1
1.645022278994105e+18,-7573.0,3340.0,-554.0,1
1.645022279043646e+18,-7636.0,3250.0,-531.0,1
1.645022279094379e+18,-7641.0,3200.0,-580.0,1
1.645022279144558e+18,-7681.0,3154.0,-567.0,1
1.6450222791924756e+18,-7667.0,3125.0,-614.0,1
1.6450222792443535e+18,-7653.0,3168.0,-596.0,1
1.6450222792947425e+18,-7661.0,3168.0,-568.0,1
1.645022279343325e+18,-7648.0,3155.0,-609.0,1
1.6450222793930724e+18,-7648.0,3195.0,-601.0,1
1.6450222794440038e+18,-7638.0,3184.0,-579.0,1
1.6450222794944202e+18,-7649.0,3165.0,-618.0,1
1.6450222795452157e+18,-7640.0,3219.0,-623.0,1
1.6450222795946301e+18,-7648.0,3097.0,-674.0,1
1.6450222796457231e+18,-7637.0,3170.0,-650.0,1
1.6450222796943055e+18,-7628.0,3224.0,-620.0,1
1.6450222797443604e+18,-7617.0,3180.0,-651.0,1
1.6450222797932562e+18,-7641.0,3141.0,-669.0,1
1.6450222798460664e+18,-7662.0,3093.0,-708.0,1
1.6450222798943373e+18,-7712.0,2993.0,-781.0,1
1.6450222799380938e+18,-7680.0,3041.0,-763.0,1
1.6450222799965665e+18,-7641.0,3120.0,-735.0,1
1.645022280044178e+18,-7635.0,3186.0,-736.0,1
1.6450222800943631e+18,-7626.0,3177.0,-749.0,1
1.645022280141333e+18,-7648.0,3128.0,-807.0,1
1.6450222801951508e+18,-7690.0,3095.0,-846.0,1
1.6450222802466112e+18,-7689.0,3003.0,-920.0,1
1.645022280294924e+18,-7650.0,3091.0,-896.0,1
1.6450222803471017e+18,-7632.0,3169.0,-807.0,1
1.6450222803966175e+18,-7631.0,3146.0,-808.0,1
1.6450222804446845e+18,-7666.0,3122.0,-784.0,1
1.6450222804944996e+18,-7662.0,3051.0,-837.0,1
1.6450222805442534e+18,-7672.0,3073.0,-803.0,1
1.6450222805972774e+18,-7670.0,3091.0,-765.0,1
1.6450222806417068e+18,-7666.0,3111.0,-757.0,1
1.645022280694862e+18,-7662.0,3079.0,-762.0,1
1.645022280747766e+18,-7675.0,3071.0,-701.0,1
1.6450222807921743e+18,-7663.0,3113.0,-688.0,1
1.6450222808490872e+18,-7660.0,3149.0,-665.0,1
1.6450222808973007e+18,-7665.0,3104.0,-704.0,1
1.6450222809474138e+18,-7672.0,3079.0,-684.0,1
1.6450222809967473e+18,-7695.0,3053.0,-668.0,1
1.6450222810526413e+18,-7727.0,3032.0,-626.0,1
1.6450222810927132e+18,-7719.0,3023.0,-604.0,1
1.645022281147379e+18,-7713.0,2994.0,-727.0,1
1.645022281195504e+18,-7678.0,3093.0,-693.0,1
1.645022281252351e+18,-7664.0,3132.0,-647.0,1
1.6450222812934157e+18,-7673.0,3093.0,-673.0,1
1.6450222813471685e+18,-7696.0,2957.0,-771.0,1
1.6450222813955226e+18,-7868.0,3036.0,-784.0,1
1.6450222814444803e+18,-8244.0,3808.0,-626.0,1
1.6450222814973187e+18,-7891.0,4759.0,-852.0,1
1.6450222815467466e+18,-7488.0,4064.0,-608.0,1
1.6450222815975142e+18,-7775.0,3627.0,138.0,1
1.6450222816465782e+18,-7439.0,2958.0,363.0,1
1.6450222816946015e+18,-6922.0,2469.0,903.0,1
1.6450222817473116e+18,-7240.0,2473.0,1354.0,1
1.6450222817946e+18,-8544.0,2168.0,1778.0,1
1.6450222818461458e+18,-9781.0,1891.0,1512.0,1
1.645022281898025e+18,-11106.0,1169.0,751.0,1
1.6450222819479165e+18,-10286.0,-258.0,-389.0,1
1.6450222819950484e+18,-8917.0,-1095.0,-1360.0,1
