timestamp,a_right_backPose,b_right_backPose,c_right_backPose, ASSEMBLY2_BIMANUAL
1.645021841596363e+18,-2070.0,-2391.0,-7249.0,1
1.645021841645129e+18,-2163.0,-1087.0,-7938.0,1
1.645021841695383e+18,-1589.0,-438.0,-7575.0,1
1.6450218417453402e+18,-2220.0,390.0,-7792.0,1
1.6450218417995313e+18,-2225.0,427.0,-7406.0,1
1.6450218418455278e+18,-2639.0,661.0,-7285.0,1
1.6450218418965266e+18,-2708.0,832.0,-7584.0,1
1.6450218419447058e+18,-2294.0,864.0,-7755.0,1
1.6450218419964815e+18,-2306.0,1351.0,-7994.0,1
1.6450218420457403e+18,-2452.0,1585.0,-8404.0,1
1.645021842096536e+18,-2174.0,1370.0,-8278.0,1
1.6450218421447657e+18,-2070.0,1175.0,-8128.0,1
1.6450218421995333e+18,-2268.0,958.0,-8039.0,1
1.6450218422492795e+18,-2378.0,814.0,-8055.0,1
1.6450218422958607e+18,-2307.0,835.0,-8208.0,1
1.6450218423450555e+18,-2276.0,1053.0,-8383.0,1
1.6450218423958566e+18,-2117.0,861.0,-8600.0,1
1.6450218424449733e+18,-2171.0,663.0,-8496.0,1
1.6450218424960248e+18,-2151.0,842.0,-8063.0,1
1.645021842545541e+18,-2243.0,790.0,-7806.0,1
1.6450218425965117e+18,-2386.0,716.0,-7466.0,1
1.645021842646084e+18,-3263.0,753.0,-6988.0,1
1.645021842699824e+18,-5608.0,1061.0,-5755.0,1
1.6450218427451323e+18,-6069.0,1209.0,-5643.0,1
1.6450218428000778e+18,-6191.0,1390.0,-5791.0,1
1.6450218428464794e+18,-5546.0,1260.0,-5716.0,1
1.64502184290064e+18,-5402.0,804.0,-5528.0,1
1.6450218429450668e+18,-6872.0,554.0,-4943.0,1
1.6450218429959485e+18,-5398.0,-212.0,-3705.0,1
1.6450218430466888e+18,-6618.0,-195.0,-3269.0,1
1.6450218430959647e+18,-7657.0,-27.0,-3357.0,1
1.6450218431497725e+18,-8056.0,214.0,-3278.0,1
1.6450218431969487e+18,-8256.0,741.0,-2640.0,1
1.6450218432506762e+18,-9290.0,1069.0,-1776.0,1
1.6450218432950016e+18,-9570.0,767.0,-1869.0,1
1.6450218433510925e+18,-8552.0,296.0,-885.0,1
1.6450218434000177e+18,-7253.0,-388.0,440.0,1
1.6450218434531466e+18,-5379.0,-585.0,2144.0,1
1.6450218434982648e+18,-4977.0,-1031.0,3397.0,1
1.6450218435427144e+18,-4445.0,-1624.0,4202.0,1
1.645021843596866e+18,-5751.0,-2056.0,5447.0,1
1.6450218436530926e+18,-6064.0,-2425.0,5755.0,1
1.6450218436960837e+18,-5755.0,-2787.0,5997.0,1
1.6450218437479027e+18,-6162.0,-2964.0,6018.0,1
1.6450218437957742e+18,-6431.0,-2901.0,5944.0,1
1.6450218438517655e+18,-6500.0,-2815.0,5702.0,1
1.645021843896686e+18,-6642.0,-2518.0,5524.0,1
1.6450218439486228e+18,-6648.0,-2493.0,5656.0,1
1.645021843996475e+18,-6468.0,-2449.0,5865.0,1
1.6450218440502876e+18,-6762.0,-2101.0,5672.0,1
1.6450218440980406e+18,-6467.0,-2094.0,5262.0,1
1.6450218441509947e+18,-6363.0,-1981.0,5386.0,1
1.6450218441968028e+18,-6317.0,-2039.0,5555.0,1
1.6450218442489976e+18,-6360.0,-2084.0,5931.0,1
1.6450218442938511e+18,-6333.0,-2012.0,6047.0,1
1.6450218443521262e+18,-6128.0,-1910.0,6324.0,1
1.6450218443906184e+18,-6150.0,-1681.0,6169.0,1
1.6450218444513464e+18,-6884.0,-1839.0,6812.0,1
1.6450218445005125e+18,-7380.0,-1782.0,7497.0,1
1.6450218445490593e+18,-7738.0,-2237.0,7567.0,1
1.6450218446050688e+18,-7534.0,-2900.0,6790.0,1
1.6450218446512108e+18,-7315.0,-3425.0,6352.0,1
1.645021844684316e+18,-7904.0,-3599.0,6121.0,1
1.6450218447510979e+18,-6867.0,-3815.0,5767.0,1
1.6450218448025213e+18,-7605.0,-3448.0,5271.0,1
1.645021844855745e+18,-7700.0,-3535.0,4775.0,1
1.6450218449009193e+18,-6366.0,-2643.0,1524.0,1
1.6450218449460477e+18,-6215.0,-2510.0,1093.0,1
1.645021844988961e+18,-2695.0,-1635.0,-1709.0,1
1.6450218450493514e+18,-566.0,-227.0,-3949.0,1
1.6450218451007242e+18,-1969.0,2671.0,-5656.0,1
1.6450218451476723e+18,-1580.0,3279.0,-6669.0,1
1.6450218452012646e+18,-1964.0,4140.0,-7516.0,1
1.645021845251727e+18,-1000.0,4378.0,-7770.0,1
1.6450218453014687e+18,-493.0,4793.0,-7937.0,1
1.6450218453514138e+18,10.0,4284.0,-7777.0,1
1.645021845402181e+18,-763.0,3435.0,-7510.0,1
1.645021845445953e+18,-1377.0,3130.0,-7220.0,1
1.645021845499063e+18,-1219.0,3388.0,-7331.0,1
1.6450218455483779e+18,-1263.0,3464.0,-7292.0,1
1.6450218456054113e+18,-1388.0,3379.0,-7477.0,1
1.6450218456487196e+18,-1583.0,3080.0,-7567.0,1
1.6450218457040266e+18,-1727.0,2947.0,-7598.0,1
1.6450218457485745e+18,-1670.0,2811.0,-7706.0,1
1.6450218458042363e+18,-2187.0,2678.0,-7533.0,1
1.6450218458489224e+18,-2229.0,2705.0,-7552.0,1
1.6450218459034168e+18,-1781.0,2871.0,-7870.0,1
1.6450218459474693e+18,-2231.0,2727.0,-7535.0,1
1.6450218459990536e+18,-2540.0,2655.0,-7364.0,1
1.6450218460527148e+18,-2405.0,2645.0,-7495.0,1
1.645021846099111e+18,-1978.0,2490.0,-7419.0,1
1.645021846148524e+18,-2170.0,2721.0,-7497.0,1
