timestamp,a_right_backPose,b_right_backPose,c_right_backPose, BOLT_LEFT
1.6450220644262047e+18,-5487.0,26.0,-6193.0,1
1.6450220644789494e+18,-5457.0,125.0,-6245.0,1
1.645022064524554e+18,-5500.0,143.0,-6286.0,1
1.6450220645768916e+18,-5439.0,82.0,-6145.0,1
1.6450220646224259e+18,-5620.0,43.0,-6226.0,1
1.6450220646762944e+18,-5316.0,105.0,-6277.0,1
1.6450220647244314e+18,-5613.0,152.0,-6203.0,1
1.6450220647774228e+18,-5450.0,9.0,-6115.0,1
1.6450220648223199e+18,-5396.0,-25.0,-6283.0,1
1.6450220648770132e+18,-5489.0,-91.0,-6342.0,1
1.6450220649243587e+18,-5375.0,-51.0,-6269.0,1
1.6450220649792215e+18,-5541.0,-39.0,-6288.0,1
1.6450220650251146e+18,-5387.0,-10.0,-6190.0,1
1.6450220650761006e+18,-5499.0,-99.0,-6300.0,1
1.645022065125207e+18,-5426.0,-46.0,-6289.0,1
1.645022065174289e+18,-5442.0,19.0,-6207.0,1
1.6450220652260572e+18,-5494.0,-138.0,-6211.0,1
1.6450220652766287e+18,-5232.0,-174.0,-6410.0,1
1.6450220653251361e+18,-5529.0,-83.0,-6348.0,1
1.6450220653747282e+18,-5409.0,26.0,-6204.0,1
1.6450220654244493e+18,-5545.0,-85.0,-6191.0,1
1.6450220654784556e+18,-5338.0,-137.0,-6322.0,1
1.6450220655240927e+18,-5380.0,-147.0,-6350.0,1
1.6450220655744765e+18,-5392.0,-208.0,-6383.0,1
1.6450220656266655e+18,-5331.0,-191.0,-6341.0,1
1.6450220656769055e+18,-5476.0,-122.0,-6335.0,1
1.6450220657299443e+18,-5391.0,-129.0,-6257.0,1
1.6450220657751447e+18,-5439.0,-128.0,-6253.0,1
1.6450220658219423e+18,-5476.0,-51.0,-6266.0,1
1.645022065879306e+18,-5422.0,-45.0,-6232.0,1
1.6450220659263616e+18,-5446.0,-149.0,-6341.0,1
1.6450220659739858e+18,-5465.0,-41.0,-6244.0,1
1.6450220660316111e+18,-5449.0,-6.0,-6299.0,1
1.6450220660738885e+18,-5394.0,-48.0,-6413.0,1
1.6450220661312392e+18,-5469.0,5.0,-6220.0,1
1.6450220661739722e+18,-5651.0,-112.0,-6236.0,1
1.6450220662303862e+18,-5623.0,161.0,-5917.0,1
1.6450220662769236e+18,-5671.0,220.0,-5903.0,1
1.6450220663269788e+18,-5663.0,147.0,-6183.0,1
1.6450220663734956e+18,-5572.0,145.0,-6040.0,1
1.6450220664273052e+18,-5569.0,396.0,-6378.0,1
1.6450220664739005e+18,-5769.0,503.0,-6108.0,1
1.6450220665304778e+18,-5622.0,416.0,-5991.0,1
1.6450220665742185e+18,-5676.0,543.0,-5973.0,1
1.6450220666284575e+18,-5648.0,778.0,-5761.0,1
