timestamp,a_left_wristPose,b_left_wristPose,c_left_wristPose, ASSEMBLY1_BIMANUAL
1.646148831970702e+18,-4223.0,39.0,6289.0,1
1.6461488320234092e+18,-5482.0,851.0,5837.0,1
1.646148832071513e+18,-6847.0,2123.0,5181.0,1
1.6461488321232622e+18,-8940.0,995.0,6618.0,1
1.6461488321715254e+18,-8249.0,1096.0,5613.0,1
1.646148832228159e+18,-7620.0,-1581.0,7563.0,1
1.6461488322729736e+18,-5410.0,-2647.0,6948.0,1
1.6461488323235361e+18,-3668.0,-2500.0,6435.0,1
1.6461488323714877e+18,-2713.0,-2612.0,5658.0,1
1.6461488324224407e+18,-2383.0,-2111.0,5954.0,1
1.646148832471734e+18,-2777.0,-3080.0,6442.0,1
1.646148832521335e+18,-2935.0,-3159.0,6922.0,1
1.646148832568777e+18,-3102.0,-3283.0,7115.0,1
1.6461488326248074e+18,-3291.0,-3323.0,7703.0,1
1.6461488326719985e+18,-3293.0,-3911.0,7344.0,1
1.6461488327240983e+18,-3364.0,-4020.0,6788.0,1
1.64614883277064e+18,-3256.0,-3535.0,6769.0,1
1.64614883282315e+18,-3096.0,-4158.0,6671.0,1
1.6461488328703985e+18,-3157.0,-3933.0,6964.0,1
1.6461488329220122e+18,-3190.0,-3928.0,6739.0,1
1.646148832969597e+18,-3001.0,-4448.0,6572.0,1
1.646148833025277e+18,-2848.0,-4200.0,6435.0,1
1.6461488330704402e+18,-3285.0,-4412.0,6751.0,1
1.6461488331259978e+18,-2971.0,-4114.0,7033.0,1
1.6461488331699034e+18,-2771.0,-4800.0,6574.0,1
1.64614883322469e+18,-2782.0,-4486.0,6775.0,1
1.6461488332747773e+18,-2800.0,-3894.0,5895.0,1
1.6461488333231242e+18,-3100.0,-4279.0,6608.0,1
1.6461488333739876e+18,-3135.0,-4943.0,7505.0,1
1.6461488334242854e+18,-2380.0,-4288.0,7376.0,1
1.6461488334762227e+18,-2640.0,-2074.0,7365.0,1
1.6461488335254733e+18,-3859.0,-1809.0,7205.0,1
1.646148833574919e+18,-5020.0,811.0,7025.0,1
1.646148833624918e+18,-5255.0,-481.0,6541.0,1
1.6461488336750267e+18,-4231.0,-1183.0,6815.0,1
1.6461488337245514e+18,-3714.0,-2654.0,7215.0,1
1.646148833773242e+18,-3674.0,-3527.0,6278.0,1
1.6461488338209572e+18,-4745.0,-4824.0,6919.0,1
1.6461488338747052e+18,-4726.0,-4177.0,6832.0,1
1.6461488339237343e+18,-4271.0,-3417.0,6753.0,1
1.646148833976191e+18,-3909.0,-2432.0,6394.0,1
1.6461488340242563e+18,-5124.0,-1998.0,7803.0,1
1.6461488340781724e+18,-5315.0,-2324.0,7745.0,1
1.646148834121926e+18,-5155.0,-2319.0,7058.0,1
1.6461488341751588e+18,-6390.0,-2431.0,7298.0,1
1.6461488342236777e+18,-6730.0,-4429.0,8056.0,1
1.6461488342757696e+18,-6144.0,-4003.0,8133.0,1
1.6461488343241126e+18,-4400.0,-4858.0,7124.0,1
1.6461488343778278e+18,-2186.0,-3119.0,6456.0,1
1.6461488344217193e+18,-1379.0,-3013.0,6323.0,1
1.646148834476196e+18,-677.0,-3358.0,6146.0,1
1.6461488345218102e+18,-1033.0,-3592.0,6886.0,1
1.6461488345763912e+18,-648.0,-3843.0,6519.0,1
1.6461488346230262e+18,-696.0,-3753.0,7026.0,1
1.646148834677722e+18,-496.0,-3843.0,6876.0,1
1.646148834732418e+18,-434.0,-3782.0,7179.0,1
1.646148834774616e+18,64.0,-4307.0,6866.0,1
1.6461488348216783e+18,-31.0,-4189.0,7254.0,1
1.646148834877714e+18,130.0,-3959.0,6777.0,1
1.6461488349252383e+18,-127.0,-4115.0,7120.0,1
1.646148834973302e+18,-355.0,-4435.0,7887.0,1
1.6461488350256778e+18,-211.0,-4070.0,8054.0,1
1.6461488350757832e+18,440.0,-3913.0,7291.0,1
1.646148835125379e+18,418.0,-2243.0,6893.0,1
1.646148835172613e+18,261.0,-3215.0,7333.0,1
1.646148835228067e+18,358.0,-6253.0,7010.0,1
1.6461488352751752e+18,124.0,-5035.0,7415.0,1
1.646148835325288e+18,230.0,-4961.0,7318.0,1
1.6461488353854257e+18,305.0,-4064.0,6658.0,1
1.646148835429593e+18,359.0,-4811.0,7066.0,1
1.646148835476727e+18,399.0,-4629.0,6667.0,1
1.6461488355283016e+18,864.0,-4029.0,6262.0,1
1.6461488355722204e+18,-13.0,-3679.0,7648.0,1
1.6461488356311716e+18,133.0,-2861.0,6426.0,1
1.6461488356628677e+18,265.0,-3235.0,5952.0,1
1.6461488357254676e+18,260.0,-2973.0,5409.0,1
1.6461488357769464e+18,21.0,-6208.0,1027.0,1
1.6461488358267052e+18,-825.0,-12212.0,-20.0,1
1.6461488358742226e+18,-742.0,-9996.0,-45.0,1
1.646148835924425e+18,-1160.0,-7381.0,1212.0,1
1.6461488359735217e+18,-853.0,-7379.0,966.0,1
1.6461488360249882e+18,-831.0,-8095.0,428.0,1
1.6461488360766164e+18,-2337.0,-7000.0,1277.0,1
1.6461488361269627e+18,-4381.0,-6993.0,3085.0,1
1.6461488361744317e+18,-5006.0,-5593.0,5971.0,1
1.6461488362251791e+18,-4288.0,-4156.0,6847.0,1
1.6461488362764273e+18,-3391.0,-3067.0,6789.0,1
1.6461488368783048e+18,-4326.0,-3622.0,6717.0,1
1.6461488369236442e+18,-4069.0,-3773.0,6697.0,1
1.6461488369792317e+18,-3393.0,-3964.0,6219.0,1
1.6461488370252882e+18,-3220.0,-3943.0,6293.0,1
1.6461488370799007e+18,-3114.0,-4099.0,6302.0,1
1.6461488371269243e+18,-3184.0,-4169.0,6629.0,1
1.6461488371781806e+18,-3148.0,-4215.0,6799.0,1
1.6461488372295918e+18,-3192.0,-2981.0,6580.0,1
1.6461488372776612e+18,-3245.0,-3563.0,6958.0,1
1.6461488373301804e+18,-3253.0,-3778.0,7091.0,1
1.6461488373774172e+18,-3091.0,-3620.0,6942.0,1
1.6461488374223642e+18,-3120.0,-3557.0,7536.0,1
1.6461488374800061e+18,-2905.0,-2682.0,7252.0,1
1.6461488375280684e+18,-2870.0,-3433.0,7305.0,1
1.646148837577407e+18,-2665.0,-3321.0,7167.0,1
1.6461488376278351e+18,-2490.0,-2935.0,7211.0,1
1.6461488376787364e+18,-2626.0,-2929.0,7392.0,1
1.6461488377282675e+18,-2679.0,-2886.0,7253.0,1
1.6461488377807977e+18,-2864.0,-2913.0,7127.0,1
1.6461488378267937e+18,-2817.0,-3012.0,7590.0,1
1.6461488378819328e+18,-2644.0,-2759.0,7720.0,1
1.6461488379238538e+18,-2608.0,-2533.0,7725.0,1
1.6461488379790382e+18,-2544.0,-3477.0,7872.0,1
1.646148838029569e+18,-2295.0,-3375.0,7370.0,1
1.64614883807592e+18,-2424.0,-3306.0,7530.0,1
1.64614883813199e+18,-2223.0,-3022.0,7111.0,1
1.646148838177966e+18,-2346.0,-3179.0,7086.0,1
1.6461488382322967e+18,-2554.0,-3464.0,7257.0,1
1.6461488382790774e+18,-1878.0,-3049.0,7465.0,1
1.6461488383326175e+18,-2033.0,-1519.0,7449.0,1
1.646148838374004e+18,-3088.0,-651.0,7744.0,1
1.6461488384274765e+18,-3890.0,-1000.0,7928.0,1
1.6461488384779484e+18,-3127.0,994.0,6595.0,1
1.6461488385325965e+18,-3259.0,-2922.0,6794.0,1
1.6461488385805878e+18,-3888.0,-4118.0,6736.0,1
1.6461488386311048e+18,-4308.0,-4015.0,5828.0,1
1.6461488386785603e+18,-5342.0,-7591.0,4665.0,1
1.6461488387333704e+18,-5249.0,-6957.0,4533.0,1
1.646148838778666e+18,-5509.0,-6441.0,5991.0,1
1.6461488388292127e+18,-5003.0,-5935.0,5688.0,1
1.6461488388760282e+18,-5214.0,-4498.0,5965.0,1
1.646148838932132e+18,-5446.0,-2138.0,6192.0,1
1.6461488389761183e+18,-5636.0,-2107.0,6662.0,1
1.6461488390321147e+18,-5501.0,-1762.0,6135.0,1
1.6461488390818516e+18,-5618.0,-1769.0,5787.0,1
1.646148839132866e+18,-7141.0,-2785.0,7098.0,1
1.6461488391808346e+18,-7140.0,-8656.0,7196.0,1
1.6461488392311956e+18,-5196.0,-8351.0,6281.0,1
1.6461488392805197e+18,-2305.0,-8285.0,4337.0,1
1.6461488393316744e+18,-719.0,-6718.0,3836.0,1
1.6461488393774633e+18,391.0,-5508.0,2852.0,1
1.646148839430835e+18,463.0,-4052.0,3036.0,1
1.646148839481015e+18,37.0,-4781.0,3599.0,1
1.6461488395297838e+18,-90.0,-5779.0,3885.0,1
1.6461488395798464e+18,131.0,-7410.0,4451.0,1
1.646148839630949e+18,1166.0,-6622.0,3284.0,1
1.6461488396808704e+18,846.0,-7486.0,4258.0,1
1.6461488397320005e+18,1057.0,-6273.0,4293.0,1
1.646148839786757e+18,774.0,-6938.0,4219.0,1
1.6461488398299244e+18,1120.0,-6567.0,3900.0,1
1.6461488398816812e+18,1380.0,-6585.0,3574.0,1
1.646148839931487e+18,1173.0,-6301.0,4803.0,1
1.6461488399803443e+18,1274.0,-6666.0,4672.0,1
1.6461488400302979e+18,1040.0,-6601.0,4617.0,1
1.6461488400867868e+18,801.0,-7192.0,4737.0,1
1.646148840131591e+18,885.0,-6669.0,4793.0,1
1.6461488401799892e+18,803.0,-6669.0,4871.0,1
1.6461488402298644e+18,1081.0,-7596.0,3837.0,1
1.646148840281508e+18,1040.0,-6868.0,4334.0,1
