timestamp,a_left_wristPose,b_left_wristPose,c_left_wristPose, PICKUP_LEFT
1.6461489696175373e+18,2286.0,-7082.0,3279.0,1
1.6461489696175373e+18,2286.0,-7082.0,3279.0,1
1.6461489696175373e+18,2286.0,-7082.0,3279.0,1
1.6461489696175373e+18,2286.0,-7082.0,3279.0,1
1.6461489696175373e+18,2286.0,-7082.0,3279.0,1
1.6461489696175373e+18,2286.0,-7082.0,3279.0,1
1.6461489696175373e+18,2286.0,-7082.0,3279.0,1
1.6461489696175373e+18,2286.0,-7082.0,3279.0,1
1.6461489696175373e+18,2286.0,-7082.0,3279.0,1
1.6461489696175373e+18,2286.0,-7082.0,3279.0,1
1.6461489696175373e+18,2286.0,-7082.0,3279.0,1
1.6461489696175373e+18,2286.0,-7082.0,3279.0,1
1.6461489696175373e+18,2286.0,-7082.0,3279.0,1
1.6461489696175373e+18,2286.0,-7082.0,3279.0,1
1.6461489696175373e+18,2286.0,-7082.0,3279.0,1
1.6461489696175373e+18,2286.0,-7082.0,3279.0,1
1.6461489696175373e+18,2286.0,-7082.0,3279.0,1
1.6461489696175373e+18,2286.0,-7082.0,3279.0,1
1.6461489696175373e+18,2286.0,-7082.0,3279.0,1
1.6461489696175373e+18,2286.0,-7082.0,3279.0,1
1.646148971848762e+18,2368.0,-7418.0,3433.0,1
