timestamp,a_left_wristPose,b_left_wristPose,c_left_wristPose, BOLT_RIGHT
1.6461490411824307e+18,1544.0,-6777.0,4529.0,1
1.646149041233943e+18,1756.0,-6604.0,4098.0,1
1.6461490412806605e+18,1460.0,-7083.0,4361.0,1
1.6461490413355643e+18,1646.0,-6886.0,3874.0,1
1.6461490413823222e+18,1725.0,-7096.0,3991.0,1
1.6461490414353009e+18,1509.0,-7735.0,3686.0,1
1.646149041482018e+18,1377.0,-6857.0,3767.0,1
1.6461490415344558e+18,1523.0,-7561.0,3851.0,1
1.646149041583833e+18,1636.0,-7050.0,3792.0,1
1.646149041630825e+18,1648.0,-6534.0,3489.0,1
1.6461490416882053e+18,1558.0,-6830.0,3584.0,1
1.6461490417342917e+18,1525.0,-6602.0,3340.0,1
1.6461490417898248e+18,1480.0,-6629.0,2850.0,1
1.646149041848827e+18,1486.0,-7224.0,2981.0,1
1.6461490418843003e+18,1692.0,-8943.0,1902.0,1
1.6461490419335217e+18,1451.0,-7869.0,2855.0,1
1.6461490419868626e+18,1192.0,-8235.0,3241.0,1
1.6461490420330936e+18,929.0,-7759.0,3133.0,1
1.6461490420840612e+18,942.0,-7436.0,2766.0,1
1.6461490421346235e+18,1065.0,-7654.0,2711.0,1
1.6461490421870748e+18,1140.0,-7887.0,2870.0,1
1.6461490422300718e+18,1534.0,-7800.0,2525.0,1
1.6461490422867994e+18,1525.0,-7705.0,2295.0,1
1.646149042333633e+18,1344.0,-7475.0,2691.0,1
1.646149042387905e+18,1313.0,-7590.0,2502.0,1
1.6461490424344333e+18,1410.0,-7819.0,2716.0,1
1.6461490424877455e+18,1421.0,-7769.0,2350.0,1
1.6461490425344965e+18,1065.0,-7603.0,2382.0,1
1.6461490425863112e+18,1071.0,-7719.0,2740.0,1
1.6461490426316493e+18,1284.0,-7484.0,2473.0,1
1.6461490426865188e+18,1400.0,-7417.0,2261.0,1
1.6461490427371758e+18,1344.0,-7579.0,2338.0,1
1.6461490427853496e+18,1317.0,-7431.0,2341.0,1
1.646149042840885e+18,1313.0,-7394.0,2509.0,1
1.6461490428872904e+18,1262.0,-8235.0,2724.0,1
1.6461490429341993e+18,1305.0,-7807.0,2551.0,1
1.6461490429856443e+18,1309.0,-7918.0,2620.0,1
1.6461490430326449e+18,1394.0,-7561.0,2596.0,1
1.6461490430867128e+18,1283.0,-7737.0,2860.0,1
1.6461490431363942e+18,1299.0,-7726.0,2323.0,1
1.6461490431863544e+18,1365.0,-7770.0,2227.0,1
1.646149043236928e+18,1489.0,-7486.0,2115.0,1
1.646149043287377e+18,1450.0,-7675.0,2134.0,1
1.646149043340505e+18,1176.0,-7707.0,2531.0,1
1.6461490433878956e+18,1302.0,-7612.0,2576.0,1
1.6461490434393219e+18,1422.0,-7741.0,2722.0,1
1.6461490434828186e+18,1392.0,-7204.0,2540.0,1
1.6461490435367055e+18,1560.0,-8508.0,1956.0,1
1.6461490435878948e+18,1630.0,-7710.0,2011.0,1
1.6461490436385533e+18,1448.0,-7569.0,1580.0,1
1.646149043687452e+18,1360.0,-7724.0,2644.0,1
1.6461490437400827e+18,1702.0,-8133.0,3075.0,1
1.6461490437840038e+18,1653.0,-7631.0,2546.0,1
1.6461490438404567e+18,1322.0,-7654.0,2123.0,1
1.6461490438836918e+18,1105.0,-7455.0,2267.0,1
1.6461490439381138e+18,1140.0,-7841.0,2193.0,1
1.6461490439880786e+18,1313.0,-7836.0,2484.0,1
1.646149044041958e+18,1376.0,-7804.0,2047.0,1
1.6461490440879933e+18,1223.0,-7962.0,2207.0,1
1.646149044140269e+18,1002.0,-7817.0,2121.0,1
1.6461490441840038e+18,943.0,-7962.0,2557.0,1
1.6461490442412137e+18,1439.0,-7361.0,2849.0,1
1.6461490442861906e+18,1350.0,-7662.0,3149.0,1
1.6461490443406024e+18,1235.0,-7354.0,2655.0,1
1.6461490443853627e+18,1230.0,-7549.0,2912.0,1
1.6461490444384394e+18,1473.0,-7596.0,2813.0,1
1.6461490444877453e+18,1422.0,-7935.0,3157.0,1
1.6461490445374702e+18,1430.0,-7380.0,3230.0,1
1.6461490445885007e+18,1209.0,-7202.0,3581.0,1
