timestamp,a_left_wristPose,b_left_wristPose,c_left_wristPose, SCREW_RIGHT
1.6461489973248822e+18,-2152.0,-2428.0,8100.0,1
1.6461489973813916e+18,-2122.0,-1667.0,8167.0,1
1.6461489974298388e+18,-1724.0,-3111.0,7767.0,1
1.6461489974802056e+18,-1581.0,-2642.0,8066.0,1
1.6461489975296192e+18,-1679.0,-2459.0,7970.0,1
1.6461489975735409e+18,-2166.0,-2509.0,8038.0,1
1.646148997630358e+18,-1576.0,-2000.0,8014.0,1
1.6461489976781432e+18,-1874.0,-2787.0,8045.0,1
1.646148997728252e+18,-2101.0,-2014.0,8148.0,1
1.646148997778006e+18,-1977.0,-1947.0,7944.0,1
1.6461489978292383e+18,-1863.0,-2765.0,7974.0,1
1.64614899787936e+18,-1742.0,-1937.0,7973.0,1
1.6461489979290404e+18,-1617.0,-2967.0,7937.0,1
1.6461489979798574e+18,-1602.0,-2384.0,8013.0,1
1.646148998030593e+18,-1514.0,-2492.0,8071.0,1
1.6461489980803937e+18,-1945.0,-2413.0,8141.0,1
1.6461489981293422e+18,-1648.0,-2164.0,7966.0,1
1.6461489981772672e+18,-1605.0,-3072.0,7827.0,1
1.6461489982291517e+18,-1752.0,-2346.0,8037.0,1
1.646148998272319e+18,-1758.0,-2090.0,7996.0,1
1.6461489983301711e+18,-1645.0,-2717.0,8036.0,1
1.6461489983779942e+18,-1370.0,-2811.0,7915.0,1
1.6461489984285164e+18,-1541.0,-2186.0,8012.0,1
1.646148998479473e+18,-1474.0,-2109.0,8171.0,1
1.6461489985303252e+18,-1754.0,-2523.0,8066.0,1
1.6461489985793016e+18,-1595.0,-2436.0,7934.0,1
1.6461489986301916e+18,-1499.0,-2457.0,7923.0,1
1.646148998677419e+18,-1587.0,-2203.0,8238.0,1
1.6461489987304312e+18,-1475.0,-2466.0,8034.0,1
1.6461489987786826e+18,-1345.0,-2268.0,8145.0,1
1.6461489988284488e+18,-1562.0,-2441.0,7970.0,1
1.6461489988813156e+18,-1843.0,-1980.0,8086.0,1
1.6461489989298516e+18,-1531.0,-2530.0,8110.0,1
1.6461489989789307e+18,-1256.0,-2508.0,7949.0,1
1.6461489990296504e+18,-1517.0,-2396.0,8262.0,1
1.6461489990826348e+18,-1640.0,-1690.0,8101.0,1
1.646148999127782e+18,-1977.0,-2431.0,7953.0,1
1.6461489991830666e+18,-1181.0,-2832.0,7954.0,1
1.6461489992318554e+18,-1235.0,-2467.0,7862.0,1
1.6461489992813763e+18,-1572.0,-2644.0,8174.0,1
1.646148999331911e+18,-1602.0,-2492.0,8108.0,1
1.6461489993816148e+18,-1647.0,-2164.0,8098.0,1
1.6461489994330972e+18,-1658.0,-2091.0,8064.0,1
1.6461489994825987e+18,-1711.0,-2397.0,8005.0,1
1.6461489995331412e+18,-1408.0,-2812.0,8079.0,1
1.6461489995808824e+18,-1121.0,-2514.0,7949.0,1
1.6461489996312993e+18,-1468.0,-1938.0,8233.0,1
1.6461489996838561e+18,-1562.0,-2915.0,8029.0,1
