timestamp,a_left_wristPose,b_left_wristPose,c_left_wristPose, DELIVERY_BIMANUAL
1.6461488239610678e+18,-126.0,-8845.0,7175.0,1
1.6461488240109166e+18,1050.0,-5364.0,6648.0,1
1.6461488240625467e+18,2011.0,-3641.0,4417.0,1
1.6461488241139228e+18,1952.0,-1399.0,4037.0,1
1.6461488241649812e+18,673.0,-1479.0,4071.0,1
1.646148824211551e+18,-480.0,-440.0,5001.0,1
1.646148824264119e+18,-458.0,673.0,6308.0,1
1.6461488243099287e+18,357.0,1388.0,5498.0,1
1.646148824364254e+18,251.0,2856.0,8019.0,1
1.6461488244126008e+18,741.0,2760.0,8365.0,1
1.6461488244644076e+18,1027.0,3511.0,8347.0,1
1.6461488245099476e+18,1109.0,3235.0,8382.0,1
1.64614882456615e+18,1387.0,4169.0,7607.0,1
1.6461488246101745e+18,1328.0,2703.0,7783.0,1
1.6461488246645614e+18,1286.0,2566.0,8059.0,1
1.64614882471039e+18,1530.0,1978.0,7683.0,1
1.6461488247654003e+18,1388.0,1563.0,8150.0,1
1.646148824813576e+18,1533.0,1092.0,8032.0,1
1.6461488248636367e+18,1622.0,1239.0,8063.0,1
1.646148824909384e+18,1541.0,1296.0,7944.0,1
1.64614882496512e+18,1644.0,674.0,7997.0,1
1.6461488250148552e+18,1752.0,96.0,8599.0,1
1.6461488250604165e+18,1786.0,-672.0,8624.0,1
1.6461488251087424e+18,1927.0,-577.0,8233.0,1
1.6461488251620342e+18,1877.0,-2158.0,7776.0,1
1.64614882521363e+18,1959.0,-2438.0,7961.0,1
1.6461488252611453e+18,2055.0,-727.0,7768.0,1
1.6461488253139425e+18,1718.0,2609.0,8352.0,1
1.6461488253642076e+18,1386.0,2431.0,9615.0,1
1.6461488254173737e+18,1518.0,1797.0,8624.0,1
1.646148825461348e+18,1568.0,2404.0,8148.0,1
1.6461488255138412e+18,1541.0,2453.0,7806.0,1
1.6461488255644536e+18,1486.0,3228.0,7560.0,1
1.646148825614662e+18,1223.0,1970.0,8083.0,1
1.6461488256658565e+18,1350.0,1883.0,8135.0,1
1.6461488257140076e+18,1581.0,753.0,7441.0,1
1.646148825762135e+18,1534.0,1538.0,7855.0,1
1.646148825817133e+18,1576.0,1170.0,8060.0,1
1.6461488258633242e+18,1565.0,1643.0,8180.0,1
1.6461488259180396e+18,1684.0,1475.0,8390.0,1
1.6461488259622605e+18,1932.0,1128.0,8463.0,1
1.6461488260171615e+18,1901.0,1252.0,8041.0,1
1.646148826063256e+18,1578.0,1052.0,8115.0,1
1.646148826113207e+18,1451.0,1090.0,8195.0,1
1.6461488261630605e+18,1628.0,557.0,7654.0,1
1.6461488262169915e+18,1630.0,769.0,8008.0,1
1.646148826261195e+18,1673.0,466.0,7781.0,1
1.646148826308821e+18,1504.0,937.0,7650.0,1
1.646148826361583e+18,1238.0,607.0,7875.0,1
1.6461488264125181e+18,1050.0,277.0,8405.0,1
1.6461488264617966e+18,250.0,393.0,9058.0,1
1.6461488264829855e+18,-196.0,275.0,9054.0,1
1.6461488265603282e+18,-650.0,-75.0,8783.0,1
1.646148826616139e+18,541.0,-1224.0,5556.0,1
1.646148826649587e+18,1212.0,-2156.0,2645.0,1
1.646148826715002e+18,1957.0,-3431.0,2094.0,1
1.6461488267552748e+18,2529.0,-6777.0,637.0,1
1.6461488268358643e+18,2535.0,-7107.0,554.0,1
1.6461488268711404e+18,2506.0,-8084.0,-203.0,1
1.6461488269132093e+18,3194.0,-8854.0,-2229.0,1
1.6461488269926515e+18,3391.0,-9148.0,-2541.0,1
1.6461488270166886e+18,3505.0,-9559.0,-2894.0,1
1.646148827066363e+18,3108.0,-9867.0,-4039.0,1
1.6461488271123185e+18,2907.0,-10256.0,-4875.0,1
1.646148827180187e+18,2741.0,-9813.0,-5170.0,1
1.6461488272089482e+18,2615.0,-9499.0,-5258.0,1
1.6461488272658934e+18,3049.0,-8459.0,-6085.0,1
1.646148827318492e+18,1613.0,-4950.0,-3841.0,1
1.646148827365533e+18,2105.0,-4688.0,-3647.0,1
1.646148827414678e+18,2780.0,-5091.0,-3732.0,1
1.646148827466486e+18,3209.0,-5264.0,-3894.0,1
