timestamp,a_right_wristPose,b_right_wristPose,c_right_wristPose, ASSEMBLY1_BIMANUAL
1.645022951899362e+18,178.0,5806.0,5689.0,1
1.6450229519516925e+18,62.0,6087.0,5026.0,1
1.645022952003858e+18,-591.0,8325.0,4783.0,1
1.6450229520537203e+18,-563.0,8027.0,4903.0,1
1.6450229521039803e+18,840.0,8862.0,3317.0,1
1.6450229521535667e+18,1787.0,7546.0,3285.0,1
1.6450229522024763e+18,1899.0,6344.0,3469.0,1
1.6450229522594191e+18,1415.0,5499.0,4499.0,1
1.6450229523014925e+18,705.0,7159.0,6102.0,1
1.645022952353731e+18,1068.0,7216.0,5347.0,1
1.6450229524035187e+18,1351.0,6064.0,5060.0,1
1.645022952453809e+18,1209.0,6122.0,5412.0,1
1.6450229525026127e+18,933.0,6847.0,5530.0,1
1.6450229525528215e+18,1011.0,6595.0,5415.0,1
1.645022952596708e+18,1051.0,6109.0,5358.0,1
1.6450229526535296e+18,988.0,7580.0,5695.0,1
1.6450229527023708e+18,981.0,6550.0,6375.0,1
1.6450229527521994e+18,1110.0,5644.0,6924.0,1
1.6450229528028206e+18,1253.0,3764.0,6282.0,1
1.6450229528537654e+18,1264.0,3427.0,6603.0,1
1.6450229528991555e+18,1097.0,3017.0,7151.0,1
1.6450229529541396e+18,964.0,4343.0,7536.0,1
1.6450229530019996e+18,1205.0,3669.0,7323.0,1
1.6450229530544888e+18,1107.0,3811.0,7499.0,1
1.6450229530987443e+18,1062.0,4496.0,6959.0,1
1.6450229531537203e+18,954.0,4316.0,7393.0,1
1.6450229532026995e+18,1092.0,2606.0,6789.0,1
1.6450229532545027e+18,826.0,3123.0,5711.0,1
1.6450229533036332e+18,830.0,4954.0,5203.0,1
1.645022953353733e+18,547.0,5823.0,5447.0,1
1.6450229534035013e+18,533.0,8819.0,4939.0,1
1.6450229534496036e+18,814.0,8824.0,4884.0,1
1.6450229535037286e+18,1402.0,8296.0,5194.0,1
1.6450229535653573e+18,1401.0,7443.0,5626.0,1
1.6450229536071552e+18,829.0,6554.0,5438.0,1
1.6450229536546068e+18,630.0,6200.0,5510.0,1
1.6450229537052355e+18,147.0,5265.0,4622.0,1
1.6450229537550508e+18,-33.0,6722.0,5096.0,1
1.6450229538055142e+18,503.0,7814.0,3385.0,1
1.645022953854783e+18,906.0,6862.0,2657.0,1
1.6450229539040673e+18,476.0,7284.0,3520.0,1
1.6450229539535398e+18,-185.0,7903.0,3753.0,1
1.6450229540062428e+18,-224.0,7072.0,1685.0,1
1.6450229540523113e+18,141.0,7912.0,504.0,1
1.6450229541035848e+18,618.0,8335.0,65.0,1
1.645022954147581e+18,873.0,9277.0,164.0,1
1.645022954205791e+18,1413.0,9981.0,93.0,1
1.645022954251178e+18,1748.0,10767.0,-786.0,1
1.6450229543035095e+18,2031.0,8817.0,-670.0,1
1.6450229543535076e+18,1610.0,8309.0,-1395.0,1
1.6450229544067853e+18,1209.0,8212.0,-1397.0,1
1.6450229544511265e+18,1304.0,8281.0,-1495.0,1
1.6450229545037622e+18,1503.0,8113.0,-1531.0,1
1.6450229545527777e+18,1624.0,8266.0,-1498.0,1
1.6450229546037757e+18,1646.0,8215.0,-1616.0,1
1.6450229546533266e+18,1555.0,8230.0,-2127.0,1
1.6450229547058301e+18,1609.0,8090.0,-2075.0,1
1.6450229547537326e+18,1563.0,8223.0,-1650.0,1
1.6450229548029494e+18,1677.0,8893.0,-1705.0,1
1.6450229548577454e+18,1549.0,8656.0,-1278.0,1
1.645022954905898e+18,1378.0,9611.0,-886.0,1
1.6450229549569198e+18,1632.0,9595.0,-233.0,1
1.6450229550060877e+18,1270.0,7137.0,749.0,1
1.6450229550552008e+18,1603.0,7015.0,1426.0,1
1.6450229551068467e+18,1310.0,7803.0,1504.0,1
1.6450229551559214e+18,1449.0,9144.0,765.0,1
1.645022955206234e+18,1394.0,8276.0,525.0,1
1.645022955255725e+18,1259.0,8309.0,624.0,1
1.6450229553037908e+18,1274.0,8285.0,1000.0,1
1.6450229553566413e+18,1341.0,8542.0,665.0,1
1.6450229554067177e+18,1416.0,8762.0,386.0,1
1.6450229554567777e+18,1531.0,8697.0,436.0,1
1.6450229554992115e+18,1559.0,8237.0,493.0,1
1.6450229555563113e+18,1296.0,8203.0,826.0,1
1.6450229556019315e+18,1043.0,8188.0,1458.0,1
1.6450229556558533e+18,1151.0,8429.0,1689.0,1
1.645022955703811e+18,1252.0,8251.0,1813.0,1
1.6450229557563901e+18,1114.0,8650.0,1855.0,1
1.6450229558068582e+18,1096.0,8358.0,1877.0,1
1.6450229558561464e+18,1152.0,8039.0,1810.0,1
1.6450229559073147e+18,1172.0,7773.0,1773.0,1
1.6450229559560988e+18,1289.0,9233.0,1468.0,1
1.645022956002905e+18,1583.0,9000.0,1611.0,1
1.6450229560568886e+18,1912.0,7938.0,2207.0,1
1.6450229561050148e+18,1785.0,7287.0,2651.0,1
1.6450229561574213e+18,1228.0,6474.0,2980.0,1
1.645022956211152e+18,1095.0,6734.0,3308.0,1
1.645022956255662e+18,1084.0,7019.0,2485.0,1
1.645022956307439e+18,839.0,6861.0,1982.0,1
1.645022956356897e+18,692.0,8170.0,930.0,1
1.6450229564067213e+18,899.0,9129.0,482.0,1
1.645022956455151e+18,987.0,8099.0,652.0,1
1.6450229565096635e+18,461.0,7705.0,476.0,1
1.6450229565548628e+18,128.0,8396.0,227.0,1
1.6450229566092234e+18,-137.0,7825.0,393.0,1
1.645022956656163e+18,-936.0,8898.0,684.0,1
1.645022956704944e+18,-1424.0,8597.0,1726.0,1
1.6450229567588984e+18,-2066.0,9056.0,2343.0,1
1.645022956810408e+18,-3003.0,7709.0,3381.0,1
1.6450229568558182e+18,-3389.0,5795.0,3906.0,1
1.6450229569071654e+18,-3842.0,4730.0,5228.0,1
1.6450229569557153e+18,-4266.0,4724.0,6019.0,1
1.6450229570097797e+18,-4442.0,4634.0,5514.0,1
1.6450229596336197e+18,1297.0,9709.0,1297.0,1
1.6450229597142633e+18,1497.0,9050.0,1676.0,1
1.6450229597595162e+18,1871.0,6719.0,2799.0,1
1.6450229598139592e+18,2204.0,5877.0,3236.0,1
1.6450229598630372e+18,2607.0,5433.0,3279.0,1
1.6450229599116936e+18,2989.0,5123.0,4111.0,1
1.6450229599598577e+18,3374.0,4558.0,4380.0,1
1.6450229600147052e+18,3487.0,4902.0,5213.0,1
1.64502296006152e+18,3628.0,5944.0,5513.0,1
1.6450229601136492e+18,3848.0,5241.0,5664.0,1
1.645022960163127e+18,3902.0,5293.0,6020.0,1
1.6450229602105193e+18,3959.0,4494.0,6047.0,1
1.6450229602587743e+18,3781.0,4595.0,6101.0,1
1.6450229603142643e+18,3688.0,5748.0,6481.0,1
1.645022960358656e+18,3886.0,5257.0,6499.0,1
1.6450229604152722e+18,3938.0,3325.0,7432.0,1
1.645022960459159e+18,4185.0,2190.0,6577.0,1
1.6450229605107333e+18,3610.0,938.0,6041.0,1
1.645022960563603e+18,3844.0,-102.0,6351.0,1
1.6450229606104358e+18,3440.0,-170.0,6905.0,1
1.6450229606553705e+18,3492.0,2017.0,7209.0,1
1.6450229607119442e+18,3692.0,1551.0,6321.0,1
1.6450229607648553e+18,3209.0,5353.0,6538.0,1
1.6450229608157453e+18,3280.0,5637.0,5812.0,1
1.6450229608598615e+18,3115.0,6071.0,6102.0,1
1.6450229609156723e+18,2837.0,3591.0,5803.0,1
1.6450229609609871e+18,2644.0,3655.0,5410.0,1
1.645022961010332e+18,2816.0,5101.0,4530.0,1
1.645022961060129e+18,2814.0,5818.0,2414.0,1
1.645022961108705e+18,2331.0,9227.0,1249.0,1
1.6450229611595602e+18,2437.0,10707.0,1673.0,1
1.6450229612100739e+18,2496.0,8313.0,2692.0,1
1.6450229612650348e+18,2251.0,7635.0,3218.0,1
1.645022961307663e+18,1921.0,7823.0,4193.0,1
1.6450229613647053e+18,1760.0,8928.0,3615.0,1
1.6450229614138004e+18,1833.0,7903.0,2582.0,1
1.6450229614634455e+18,1940.0,10227.0,537.0,1
1.6450229615137725e+18,1859.0,7994.0,1539.0,1
1.645022961564238e+18,1830.0,8573.0,570.0,1
1.645022961614852e+18,1635.0,8869.0,1625.0,1
1.6450229616642742e+18,1864.0,8400.0,1485.0,1
1.6450229617146447e+18,1759.0,7297.0,1843.0,1
1.6450229617664689e+18,1837.0,7996.0,1786.0,1
1.6450229618156022e+18,1418.0,7824.0,1743.0,1
1.645022961864579e+18,1580.0,8309.0,1517.0,1
1.6450229619157292e+18,1950.0,8441.0,1292.0,1
1.6450229619618785e+18,1910.0,8360.0,1542.0,1
1.6450229620136653e+18,1912.0,8386.0,1596.0,1
1.6450229620659333e+18,2005.0,8842.0,2357.0,1
1.6450229621135017e+18,1871.0,6212.0,3779.0,1
1.6450229621659515e+18,1862.0,7173.0,4592.0,1
1.6450229622144225e+18,1684.0,6467.0,4826.0,1
1.6450229622667574e+18,1623.0,6695.0,4545.0,1
1.645022962310666e+18,1472.0,6875.0,4740.0,1
1.6450229623652616e+18,1118.0,7125.0,4965.0,1
1.645022962414446e+18,705.0,7117.0,5029.0,1
1.645022962464749e+18,843.0,9140.0,3795.0,1
1.6450229625148634e+18,1600.0,9619.0,2496.0,1
1.6450229625665341e+18,2630.0,8916.0,1979.0,1
1.64502296261368e+18,3344.0,7778.0,1982.0,1
1.645022962666217e+18,3726.0,7214.0,2410.0,1
1.645022962716023e+18,3678.0,6662.0,2882.0,1
1.6450229627653594e+18,3302.0,5530.0,3749.0,1
1.6450229628141716e+18,2953.0,6165.0,4262.0,1
1.645022962866206e+18,2697.0,6534.0,4584.0,1
1.6450229629153224e+18,2701.0,6656.0,4637.0,1
1.6450229629652083e+18,2780.0,6543.0,4599.0,1
1.6450229630179118e+18,2783.0,6806.0,4802.0,1
1.6450229630605967e+18,2916.0,7092.0,5114.0,1
1.645022963118836e+18,2815.0,7342.0,5606.0,1
1.6450229631667267e+18,3048.0,5730.0,5303.0,1
1.6450229632184307e+18,3334.0,4178.0,5832.0,1
1.6450229632674698e+18,3067.0,3193.0,6666.0,1
1.6450229633147617e+18,2994.0,2493.0,6708.0,1
1.645022963363752e+18,2997.0,3705.0,6798.0,1
1.645022963419599e+18,2893.0,3984.0,6944.0,1
1.6450229634659794e+18,2958.0,3018.0,7357.0,1
1.6450229635204047e+18,3164.0,4953.0,6552.0,1
1.6450229635636708e+18,3258.0,4298.0,6177.0,1
1.6450229636189435e+18,3265.0,4808.0,6074.0,1
1.6450229636640515e+18,3034.0,4468.0,6704.0,1
1.645022963714538e+18,2964.0,4518.0,6654.0,1
1.6450229637663352e+18,3024.0,4912.0,6793.0,1
1.645022963814352e+18,2954.0,4533.0,6739.0,1
1.6450229638648686e+18,2888.0,4117.0,6261.0,1
1.6450229639183816e+18,2967.0,4178.0,6012.0,1
1.6450229639638354e+18,2826.0,3714.0,6073.0,1
1.6450229640149796e+18,2272.0,4209.0,6206.0,1
1.6450229640655654e+18,2134.0,4943.0,5610.0,1
1.6450229641143084e+18,2182.0,5078.0,5330.0,1
1.645022964164465e+18,2079.0,6636.0,5198.0,1
1.645022964220498e+18,1882.0,7392.0,5484.0,1
1.6450229642673838e+18,2070.0,7633.0,4999.0,1
1.6450229643192033e+18,2114.0,6875.0,4231.0,1
1.645022964365776e+18,1848.0,6422.0,4691.0,1
1.6450229644149888e+18,1433.0,6371.0,5286.0,1
1.6450229644659914e+18,1085.0,6435.0,6224.0,1
1.6450229645177293e+18,982.0,7400.0,5477.0,1
1.645022964570266e+18,911.0,7245.0,4737.0,1
1.6450229646152883e+18,970.0,7589.0,4244.0,1
1.645022964670449e+18,968.0,7373.0,3970.0,1
1.64502296471867e+18,964.0,7941.0,4407.0,1
1.645022964770687e+18,950.0,7767.0,4320.0,1
1.6450229648183104e+18,782.0,7199.0,4845.0,1
1.645022964869722e+18,575.0,7030.0,4853.0,1
1.6450229649183124e+18,450.0,6333.0,4795.0,1
1.6450229649695245e+18,469.0,6213.0,5017.0,1
1.6450229650158213e+18,456.0,6044.0,5556.0,1
1.6450229650681654e+18,446.0,6464.0,5818.0,1
1.6450229651143204e+18,277.0,6226.0,5702.0,1
1.6450229651670433e+18,-86.0,5180.0,6248.0,1
1.6450229652148675e+18,-191.0,5062.0,5981.0,1
1.6450229652678408e+18,-103.0,5179.0,4840.0,1
1.6450229653198856e+18,-290.0,5786.0,3942.0,1
