timestamp,a_right_wristPose,b_right_wristPose,c_right_wristPose, SCREW_RIGHT
1.645023147495948e+18,-1780.0,4259.0,8125.0,1
1.6450231475492946e+18,-986.0,4762.0,8640.0,1
1.645023147596478e+18,-436.0,4431.0,7178.0,1
1.6450231476474363e+18,201.0,5991.0,6682.0,1
1.6450231476918643e+18,637.0,4919.0,6289.0,1
1.6450231477496932e+18,633.0,4766.0,6902.0,1
1.6450231477970755e+18,420.0,5283.0,7709.0,1
1.645023147849347e+18,304.0,4917.0,7757.0,1
1.6450231478965507e+18,289.0,2958.0,7693.0,1
1.6450231479493435e+18,306.0,2245.0,7720.0,1
1.6450231479987423e+18,-473.0,464.0,7548.0,1
1.6450231480492198e+18,-728.0,1075.0,8979.0,1
1.6450231481016338e+18,-386.0,1289.0,8020.0,1
1.645023148144944e+18,-11.0,1498.0,8170.0,1
1.6450231481949532e+18,-90.0,2419.0,8694.0,1
1.6450231482454897e+18,277.0,1724.0,7602.0,1
1.6450231482946388e+18,246.0,2100.0,6235.0,1
1.645023148349639e+18,-378.0,2955.0,9595.0,1
1.6450231484024883e+18,-173.0,1887.0,9019.0,1
1.6450231484483914e+18,298.0,472.0,8329.0,1
1.6450231484944957e+18,245.0,812.0,7936.0,1
1.6450231485480384e+18,115.0,338.0,8230.0,1
1.6450231485962895e+18,-323.0,-324.0,9035.0,1
1.645023148649083e+18,-283.0,-499.0,8173.0,1
1.645023148699807e+18,-158.0,818.0,7421.0,1
1.6450231487469102e+18,-838.0,-2435.0,7633.0,1
1.6450231487987103e+18,-1368.0,-4073.0,8171.0,1
1.6450231488506952e+18,-1404.0,-4190.0,9477.0,1
1.645023148899882e+18,425.0,-463.0,7223.0,1
1.645023148949719e+18,1442.0,1755.0,6160.0,1
1.6450231490004787e+18,894.0,-214.0,6663.0,1
1.6450231490494564e+18,-312.0,-1118.0,9129.0,1
1.645023149099882e+18,-80.0,-2727.0,7858.0,1
1.645023149149153e+18,-99.0,-2649.0,6063.0,1
1.645023149199727e+18,-1268.0,-3246.0,8325.0,1
1.6450231492498386e+18,-1453.0,-4189.0,8061.0,1
1.645023149296625e+18,-1966.0,-5470.0,8212.0,1
1.6450231493500255e+18,-529.0,-2040.0,7885.0,1
1.6450231493999939e+18,523.0,-384.0,5912.0,1
1.6450231494499773e+18,61.0,-1080.0,7141.0,1
1.6450231495019725e+18,-348.0,-3325.0,8452.0,1
1.645023149547965e+18,-67.0,-3156.0,6117.0,1
1.6450231495999537e+18,-707.0,-2607.0,6667.0,1
1.6450231496485002e+18,-1805.0,-2281.0,8732.0,1
1.6450231497014917e+18,-2126.0,-4132.0,7956.0,1
1.6450231497487729e+18,-2254.0,-5186.0,7464.0,1
1.6450231498044234e+18,-890.0,-2906.0,7052.0,1
1.6450231498467154e+18,-227.0,-1663.0,6233.0,1
1.6450231499021852e+18,-316.0,-1315.0,7367.0,1
1.6450231499487268e+18,-699.0,-4448.0,8464.0,1
1.6450231500030858e+18,-904.0,-3581.0,7451.0,1
1.645023150050041e+18,-1053.0,-4429.0,6612.0,1
1.6450231500993943e+18,-766.0,-2931.0,6369.0,1
1.6450231501492306e+18,-1465.0,-3322.0,7519.0,1
1.6450231501993597e+18,-2817.0,-1637.0,8544.0,1
1.6450231502492472e+18,-2736.0,-469.0,7459.0,1
1.6450231502999158e+18,-2419.0,-2262.0,7513.0,1
1.645023150355634e+18,-1450.0,-4644.0,7316.0,1
1.6450231504020168e+18,-528.0,-3316.0,8388.0,1
1.645023150451609e+18,174.0,-668.0,7480.0,1
1.6450231505024166e+18,425.0,-1448.0,6552.0,1
1.6450231505517007e+18,-546.0,-3263.0,7728.0,1
1.6450231506047485e+18,-1191.0,-4124.0,6169.0,1
1.6450231506526052e+18,-1498.0,-2286.0,6352.0,1
