timestamp,a_right_wristPose,b_right_wristPose,c_right_wristPose, PICKUP_RIGHT
1.6450229496462031e+18,-4239.0,5649.0,7419.0,1
1.64502294969798e+18,-4599.0,5137.0,7077.0,1
1.6450229497478062e+18,-4853.0,4549.0,6859.0,1
1.6450229497948698e+18,-4722.0,3918.0,7114.0,1
1.6450229498502743e+18,-4535.0,3196.0,6277.0,1
1.6450229498984517e+18,-4609.0,3061.0,5876.0,1
1.6450229499474447e+18,-4190.0,3147.0,5683.0,1
1.6450229499981676e+18,-4050.0,3457.0,5736.0,1
1.645022950048027e+18,-4727.0,3368.0,6176.0,1
1.6450229500970588e+18,-5104.0,4317.0,5050.0,1
1.6450229501465503e+18,-5529.0,4926.0,4181.0,1
1.6450229502015196e+18,-5034.0,3493.0,4043.0,1
1.6450229502484529e+18,-4512.0,3949.0,4917.0,1
1.6450229503026138e+18,-3785.0,3224.0,6426.0,1
1.645022950347795e+18,-3508.0,2868.0,7246.0,1
1.6450229504024732e+18,-3599.0,2788.0,6435.0,1
1.6450229504518226e+18,-4352.0,3133.0,7234.0,1
1.6450229505029432e+18,-4340.0,4615.0,6557.0,1
1.6450229505522194e+18,-3807.0,5778.0,5820.0,1
1.6450229506025523e+18,-3156.0,5907.0,5094.0,1
1.6450229506476987e+18,-2789.0,6264.0,4498.0,1
1.645022950702639e+18,-2441.0,5777.0,4430.0,1
1.6450229507521533e+18,-2516.0,6337.0,3593.0,1
1.6450229508038543e+18,-2733.0,6096.0,3881.0,1
1.6450229508483377e+18,-3029.0,6479.0,3724.0,1
1.645022950898459e+18,-3228.0,6224.0,4186.0,1
1.645022996206753e+18,-3532.0,5354.0,6808.0,1
1.6450229962570074e+18,-3126.0,4856.0,6494.0,1
1.645022996310152e+18,-3139.0,4369.0,6396.0,1
1.6450229963571602e+18,-3229.0,3452.0,6156.0,1
1.645022996408786e+18,-3692.0,3528.0,5828.0,1
1.6450229964553649e+18,-4554.0,3010.0,6286.0,1
1.6450229965090463e+18,-4889.0,3158.0,5967.0,1
1.6450229965589455e+18,-5107.0,3978.0,5275.0,1
1.6450229966108362e+18,-5241.0,5161.0,4490.0,1
1.645022996655249e+18,-5370.0,4133.0,4764.0,1
1.645022996710703e+18,-5039.0,7308.0,4477.0,1
1.645022996757154e+18,-4230.0,8477.0,4046.0,1
1.6450229968102572e+18,-3092.0,7079.0,4812.0,1
1.64502299685771e+18,-2329.0,7234.0,5334.0,1
1.6450229969050737e+18,-1442.0,5162.0,5661.0,1
1.6450229969585416e+18,-1133.0,2037.0,5831.0,1
1.6450229970097633e+18,-611.0,1138.0,5292.0,1
1.6450229970588974e+18,126.0,2947.0,5873.0,1
1.6450232293998492e+18,-415.0,2252.0,3797.0,1
1.645023229451567e+18,-4297.0,7110.0,6588.0,1
1.6450232294961928e+18,-6723.0,7434.0,6904.0,1
1.6450232295482276e+18,-6706.0,8914.0,7590.0,1
1.6450232295963727e+18,-6798.0,9041.0,11735.0,1
1.6450232296453893e+18,-4547.0,4609.0,8988.0,1
1.645023229700064e+18,-3484.0,4407.0,5317.0,1
1.6450232297511204e+18,-3544.0,4834.0,5830.0,1
1.6450232298015322e+18,-3559.0,5875.0,8220.0,1
1.6450232298513784e+18,-2254.0,7480.0,7824.0,1
1.6450232299000963e+18,-712.0,8590.0,6310.0,1
1.6450232299472773e+18,718.0,7726.0,5292.0,1
