timestamp,a_right_wristPose,b_right_wristPose,c_right_wristPose, BOLT_RIGHT
1.6450232309525015e+18,3363.0,5874.0,5263.0,1
1.6450232310001874e+18,2999.0,4735.0,5396.0,1
1.645023231051592e+18,2998.0,5403.0,5540.0,1
1.645023231100971e+18,2776.0,5068.0,5980.0,1
1.6450232311535355e+18,3974.0,7409.0,2544.0,1
1.6450232312003858e+18,4157.0,7919.0,1281.0,1
1.6450232312525115e+18,3703.0,8483.0,-24.0,1
1.645023231300035e+18,3316.0,9225.0,-385.0,1
1.6450232313537802e+18,3152.0,9851.0,-212.0,1
1.6450232314013696e+18,2579.0,8268.0,518.0,1
1.6450232314591757e+18,2905.0,6596.0,507.0,1
1.6450232315011558e+18,4217.0,3041.0,7112.0,1
1.6450232315522721e+18,5286.0,3684.0,5931.0,1
1.64502323160056e+18,5450.0,2794.0,7479.0,1
1.645023231651184e+18,5113.0,1413.0,7920.0,1
1.6450232317045466e+18,4484.0,-585.0,8269.0,1
1.6450232317375936e+18,4509.0,-270.0,8430.0,1
1.6450232318020227e+18,5223.0,1275.0,7212.0,1
1.645023231850531e+18,5243.0,2668.0,6062.0,1
1.6450232319056876e+18,4467.0,3601.0,5370.0,1
1.645023231951805e+18,3719.0,3780.0,4106.0,1
1.645023232007169e+18,2351.0,3715.0,3237.0,1
1.6450232320512056e+18,1122.0,5511.0,3202.0,1
1.645023232111061e+18,501.0,6632.0,2383.0,1
1.645023232150026e+18,217.0,7798.0,2480.0,1
1.645023232205456e+18,398.0,9058.0,2723.0,1
1.6450232322527828e+18,640.0,8337.0,3281.0,1
1.6450232323060257e+18,1475.0,9190.0,3944.0,1
1.6450232323555556e+18,1770.0,9058.0,4369.0,1
1.6450232324071124e+18,2406.0,8859.0,4319.0,1
1.645023232451624e+18,2406.0,8401.0,4443.0,1
1.645023232503203e+18,3062.0,7935.0,4433.0,1
1.6450232325516444e+18,3319.0,8088.0,4727.0,1
1.6450232326034916e+18,3808.0,8005.0,5238.0,1
1.6450232326514156e+18,4171.0,7304.0,4572.0,1
1.6450232327032648e+18,4470.0,6669.0,4486.0,1
1.6450232327525468e+18,4816.0,6072.0,4384.0,1
1.64502323280404e+18,4581.0,4390.0,3998.0,1
1.6450232328519365e+18,4131.0,4704.0,3510.0,1
1.6450232329029898e+18,3625.0,4466.0,2916.0,1
